INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
1,1,FIXED,1/19/2018,19:49:37,1/19/2018,11:49:37,0,47.658951,N,-117.405619,W,150.020905,0.511703,350.754628,0,0,0
2,1,FIXED,1/19/2018,19:49:47,1/19/2018,11:49:47,0,47.661562,N,-117.40625,W,554.857056,0.362232,150.871007,0,0,0
3,1,FIXED,1/19/2018,19:49:57,1/19/2018,11:49:57,0,47.661484,N,-117.406185,W,554.637207,0.481599,135.05777,0,0,0
4,1,FIXED,1/19/2018,19:50:07,1/19/2018,11:50:07,0,47.661468,N,-117.406162,W,556.567566,0.626974,38.2218,0,0,0
5,1,FIXED,1/19/2018,19:50:17,1/19/2018,11:50:17,0,47.661479,N,-117.406149,W,556.621094,0.633758,129.348915,0,0,0
6,1,FIXED,1/19/2018,19:50:27,1/19/2018,11:50:27,0,47.661455,N,-117.406106,W,557.134644,2.09599,241.301574,0,0,0
7,1,FIXED,1/19/2018,19:50:37,1/19/2018,11:50:37,0,47.661449,N,-117.406122,W,557.817078,0.518952,345.641331,0,0,0
8,1,FIXED,1/19/2018,19:50:47,1/19/2018,11:50:47,0,47.661466,N,-117.406128,W,557.764648,0.650665,53.175303,0,0,0
9,1,FIXED,1/19/2018,19:50:57,1/19/2018,11:50:57,0,47.66147,N,-117.40612,W,558.240723,0.348291,355.120808,0,0,0
10,1,FIXED,1/19/2018,19:51:07,1/19/2018,11:51:07,0,47.661473,N,-117.406121,W,559.836304,0.39807,313.061621,0,0,0
11,1,FIXED,1/19/2018,19:51:17,1/19/2018,11:51:17,0,47.661479,N,-117.406131,W,560.276062,0.429229,232.309834,0,0,0
12,1,FIXED,1/19/2018,19:51:27,1/19/2018,11:51:27,0,47.661476,N,-117.406138,W,560.310852,0.727243,163.300556,0,0,0
13,1,FIXED,1/19/2018,19:51:37,1/19/2018,11:51:37,0,47.661465,N,-117.406133,W,560.249329,0.629583,307.117081,0,0,0
14,1,FIXED,1/19/2018,19:51:47,1/19/2018,11:51:47,0,47.661475,N,-117.406153,W,559.727173,1.170063,346.27549,0,0,0
15,1,FIXED,1/19/2018,19:51:57,1/19/2018,11:51:57,0,47.661485,N,-117.406156,W,559.430359,0.2859,345.487389,0,0,0
16,1,FIXED,1/19/2018,19:52:07,1/19/2018,11:52:07,0,47.661489,N,-117.406158,W,559.580566,0.441501,25.707592,0,0,0
17,1,FIXED,1/19/2018,19:52:17,1/19/2018,11:52:17,0,47.661504,N,-117.406147,W,559.970642,1.452868,318.11619,0,0,0
18,1,FIXED,1/19/2018,19:52:27,1/19/2018,11:52:27,0,47.661562,N,-117.406223,W,563.092651,1.384031,144.622205,0,0,0
19,1,FIXED,1/19/2018,19:52:37,1/19/2018,11:52:37,0,47.661533,N,-117.406193,W,564.351013,0.526332,140.283255,0,0,0
20,1,FIXED,1/19/2018,19:52:47,1/19/2018,11:52:47,0,47.661527,N,-117.406185,W,564.449768,0.35013,209.192491,0,0,0
21,1,FIXED,1/19/2018,19:52:57,1/19/2018,11:52:57,0,47.661503,N,-117.406205,W,564.867249,0.898212,140.441201,0,0,0
22,1,FIXED,1/19/2018,19:53:07,1/19/2018,11:53:07,0,47.661476,N,-117.406172,W,564.465271,1.093367,71.002796,0,0,0
23,1,FIXED,1/19/2018,19:53:17,1/19/2018,11:53:17,0,47.661486,N,-117.406129,W,563.681519,1.477011,348.772536,0,0,0
24,1,FIXED,1/19/2018,19:53:27,1/19/2018,11:53:27,0,47.661519,N,-117.406138,W,558.360779,1.77222,175.041115,0,0,0
25,1,FIXED,1/19/2018,19:53:37,1/19/2018,11:53:37,0,47.661484,N,-117.406134,W,558.637146,0.478622,265.712061,0,0,0
26,1,FIXED,1/19/2018,19:53:47,1/19/2018,11:53:47,0,47.661483,N,-117.406144,W,558.845276,1.602309,182.634104,0,0,0
27,1,FIXED,1/19/2018,19:53:57,1/19/2018,11:53:57,0,47.661456,N,-117.406146,W,551.453674,0.718266,179.390919,0,0,0
28,1,FIXED,1/19/2018,19:54:07,1/19/2018,11:54:07,0,47.661401,N,-117.406145,W,542.414978,1.088597,331.905568,0,0,0
29,1,FIXED,1/19/2018,19:54:17,1/19/2018,11:54:17,0,47.661403,N,-117.406147,W,542.807129,0.254405,3.205586,0,0,0
30,1,FIXED,1/19/2018,19:54:27,1/19/2018,11:54:27,0,47.661417,N,-117.406146,W,542.949341,1.075526,62.17193,0,0,0
31,1,FIXED,1/19/2018,19:54:37,1/19/2018,11:54:37,0,47.661429,N,-117.406111,W,543.127869,1.431734,352.267728,0,0,0
32,1,FIXED,1/19/2018,19:54:47,1/19/2018,11:54:47,0,47.661456,N,-117.406116,W,544.136902,0.890926,28.647781,0,0,0
33,1,FIXED,1/19/2018,19:54:57,1/19/2018,11:54:57,0,47.661493,N,-117.406086,W,545.872375,1.562846,274.140228,0,0,0
34,1,FIXED,1/19/2018,19:55:07,1/19/2018,11:55:07,0,47.661495,N,-117.406144,W,547.34845,1.659265,321.155946,0,0,0
35,1,FIXED,1/19/2018,19:55:17,1/19/2018,11:55:17,0,47.661541,N,-117.406198,W,549.302429,1.137234,147.55679,0,0,0
36,1,FIXED,1/19/2018,19:55:27,1/19/2018,11:55:27,0,47.661504,N,-117.406164,W,549.672485,0.952833,202.185282,0,0,0
37,1,FIXED,1/19/2018,19:55:37,1/19/2018,11:55:37,0,47.661478,N,-117.40618,W,550.037354,0.831131,132.365319,0,0,0
38,1,FIXED,1/19/2018,19:55:47,1/19/2018,11:55:47,0,47.661453,N,-117.406139,W,550.322815,1.45191,359.612648,0,0,0
39,1,FIXED,1/19/2018,19:55:57,1/19/2018,11:55:57,0,47.661472,N,-117.40614,W,550.673218,1.247969,301.114921,0,0,0
40,1,FIXED,1/19/2018,19:56:07,1/19/2018,11:56:07,0,47.661487,N,-117.406176,W,552.113342,0.213918,359.849741,0,0,0
41,1,FIXED,1/19/2018,19:56:17,1/19/2018,11:56:17,0,47.66153,N,-117.406176,W,553.282227,0.937607,102.728555,0,0,0
42,1,FIXED,1/19/2018,19:56:27,1/19/2018,11:56:27,0,47.661524,N,-117.406138,W,553.023254,0.566769,9.990401,0,0,0
43,1,FIXED,1/19/2018,19:56:37,1/19/2018,11:56:37,0,47.661541,N,-117.406134,W,552.990356,1.207588,222.144652,0,0,0
44,1,FIXED,1/19/2018,19:56:47,1/19/2018,11:56:47,0,47.661518,N,-117.406164,W,552.991821,0.953901,211.986513,0,0,0
45,1,FIXED,1/19/2018,19:56:57,1/19/2018,11:56:57,0,47.66149,N,-117.40619,W,553.078247,0.495962,146.318373,0,0,0
46,1,FIXED,1/19/2018,19:57:07,1/19/2018,11:57:07,0,47.661479,N,-117.406179,W,553.099243,0.328224,245.829319,0,0,0
47,1,FIXED,1/19/2018,19:57:17,1/19/2018,11:57:17,0,47.661475,N,-117.406192,W,553.032349,1.446015,89.182258,0,0,0
48,1,FIXED,1/19/2018,19:57:27,1/19/2018,11:57:27,0,47.661475,N,-117.40617,W,553.41748,0.883749,191.071298,0,0,0
49,1,FIXED,1/19/2018,19:57:37,1/19/2018,11:57:37,0,47.661453,N,-117.406177,W,553.412537,1.153792,223.956293,0,0,0
50,1,FIXED,1/19/2018,19:57:47,1/19/2018,11:57:47,0,47.661441,N,-117.406194,W,553.443176,0.656163,288.33983,0,0,0
51,1,FIXED,1/19/2018,19:57:57,1/19/2018,11:57:57,0,47.661444,N,-117.406207,W,553.517334,1.263345,132.09072,0,0,0
52,1,FIXED,1/19/2018,19:58:07,1/19/2018,11:58:07,0,47.661415,N,-117.406161,W,553.075928,0.676256,124.998124,0,0,0
53,1,FIXED,1/19/2018,19:58:17,1/19/2018,11:58:17,0,47.661407,N,-117.406143,W,552.787903,0.264504,321.622195,0,0,0
54,1,FIXED,1/19/2018,19:58:27,1/19/2018,11:58:27,0,47.661465,N,-117.406212,W,553.328491,2.424966,354.228419,0,0,0
55,1,FIXED,1/19/2018,19:58:37,1/19/2018,11:58:37,0,47.661535,N,-117.406222,W,554.747131,2.000964,142.208438,0,0,0
56,1,FIXED,1/19/2018,19:58:47,1/19/2018,11:58:47,0,47.661509,N,-117.406192,W,555.395081,0.542974,157.237856,0,0,0
57,1,FIXED,1/19/2018,19:58:57,1/19/2018,11:58:57,0,47.661458,N,-117.406161,W,556.17804,0.926422,12.84557,0,0,0
58,1,FIXED,1/19/2018,19:59:07,1/19/2018,11:59:07,0,47.66149,N,-117.40615,W,556.827515,1.554116,29.297956,0,0,0
59,1,FIXED,1/19/2018,19:59:17,1/19/2018,11:59:17,0,47.661527,N,-117.406119,W,557.374512,0.838438,51.159246,0,0,0
60,1,FIXED,1/19/2018,19:59:27,1/19/2018,11:59:27,0,47.661538,N,-117.406098,W,557.286804,1.854335,34.542381,0,0,0
