TimeStamp,LOCAL DATE,LOCAL TIME,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,axis1,axis2,axis3,steps,lux,inclineOff,inclineStanding,inclineSitting,inclineLying,vm
01/19/2018 11:49:30,1/19/2018,11:49:37,47.658951,N,-117.405619,W,150.020905,0.511703,350.75462799999997,16,63,47,2,0,0,5,5,0,81
01/19/2018 11:49:40,1/19/2018,11:49:47,47.661561999999996,N,-117.40625,W,554.857056,0.362232,150.87100700000002,0,48,21,0,0,0,5,5,0,53
01/19/2018 11:49:50,1/19/2018,11:49:57,47.661484,N,-117.40618500000001,W,554.637207,0.481599,135.05777,0,17,31,0,0,0,10,0,0,36
01/19/2018 11:50:00,1/19/2018,11:50:07,47.661468,N,-117.40616200000001,W,556.567566,0.626974,38.2218,0,87,14,0,0,0,10,0,0,89
01/19/2018 11:50:10,1/19/2018,11:50:17,47.661479,N,-117.406149,W,556.6210940000001,0.633758,129.34891499999998,10,149,98,2,0,0,8,2,0,179
01/19/2018 11:50:20,1/19/2018,11:50:27,47.661455,N,-117.40610600000001,W,557.1346440000001,2.09599,241.30157400000002,0,0,0,0,0,0,7,3,0,0
01/19/2018 11:50:30,1/19/2018,11:50:37,47.661449,N,-117.406122,W,557.817078,0.5189520000000001,345.641331,0,49,23,0,0,0,3,7,0,55
01/19/2018 11:50:40,1/19/2018,11:50:47,47.661466,N,-117.40612800000001,W,557.7646480000001,0.6506649999999999,53.175303,3,66,32,0,0,0,7,3,0,74
01/19/2018 11:50:50,1/19/2018,11:50:57,47.66147,N,-117.40612,W,558.240723,0.34829099999999996,355.120808,6,15,38,1,0,0,5,5,0,42
01/19/2018 11:51:00,1/19/2018,11:51:07,47.661473,N,-117.406121,W,559.836304,0.39807,313.061621,0,0,0,0,0,0,0,10,0,0
01/19/2018 11:51:10,1/19/2018,11:51:17,47.661479,N,-117.406131,W,560.276062,0.42922899999999997,232.309834,0,77,8,0,0,0,6,4,0,78
01/19/2018 11:51:20,1/19/2018,11:51:27,47.661476,N,-117.40613799999998,W,560.310852,0.7272430000000001,163.300556,0,108,27,0,0,0,10,0,0,112
01/19/2018 11:51:30,1/19/2018,11:51:37,47.661465,N,-117.40613300000001,W,560.249329,0.629583,307.117081,14,46,37,0,0,0,9,1,0,61
01/19/2018 11:51:40,1/19/2018,11:51:47,47.661475,N,-117.406153,W,559.727173,1.1700629999999999,346.27549,23,110,131,1,0,0,2,8,0,173
01/19/2018 11:51:50,1/19/2018,11:51:57,47.661485,N,-117.40615600000001,W,559.430359,0.2859,345.487389,10,65,17,1,0,0,2,8,0,68
01/19/2018 11:52:00,1/19/2018,11:52:07,47.661489,N,-117.406158,W,559.580566,0.44150100000000003,25.707592,20,118,32,1,0,0,4,6,0,124
01/19/2018 11:52:10,1/19/2018,11:52:17,47.661504,N,-117.406147,W,559.970642,1.452868,318.11619,5,41,39,0,0,0,6,4,0,57
01/19/2018 11:52:20,1/19/2018,11:52:27,47.661561999999996,N,-117.406223,W,563.0926509999999,1.384031,144.622205,5,91,21,1,0,0,3,7,0,94
01/19/2018 11:52:30,1/19/2018,11:52:37,47.661533,N,-117.40619299999999,W,564.351013,0.526332,140.283255,2,74,36,0,0,0,2,8,0,83
01/19/2018 11:52:40,1/19/2018,11:52:47,47.661527,N,-117.40618500000001,W,564.449768,0.35013,209.192491,18,38,58,1,0,0,2,8,0,72
01/19/2018 11:52:50,1/19/2018,11:52:57,47.661503,N,-117.406205,W,564.867249,0.8982120000000001,140.441201,0,0,0,0,0,0,0,10,0,0
01/19/2018 11:53:00,1/19/2018,11:53:07,47.661476,N,-117.406172,W,564.465271,1.093367,71.00279599999999,0,11,0,0,0,0,4,6,0,11
01/19/2018 11:53:10,1/19/2018,11:53:17,47.661486,N,-117.406129,W,563.6815190000001,1.477011,348.772536,0,26,36,0,0,0,10,0,0,45
01/19/2018 11:53:20,1/19/2018,11:53:27,47.661519,N,-117.40613799999998,W,558.360779,1.7722200000000001,175.041115,2,82,126,0,0,0,9,1,0,151
01/19/2018 11:53:30,1/19/2018,11:53:37,47.661484,N,-117.40613400000001,W,558.637146,0.47862200000000005,265.712061,6,81,4,0,0,0,6,4,0,82
01/19/2018 11:53:40,1/19/2018,11:53:47,47.661483000000004,N,-117.406144,W,558.845276,1.602309,182.634104,5,106,21,0,0,0,4,6,0,109
01/19/2018 11:53:50,1/19/2018,11:53:57,47.661456,N,-117.40614599999999,W,551.453674,0.718266,179.390919,6,102,29,0,0,0,9,1,0,107
01/19/2018 11:54:00,1/19/2018,11:54:07,47.661401,N,-117.406145,W,542.414978,1.088597,331.905568,12,66,81,1,0,0,9,1,0,106
01/19/2018 11:54:10,1/19/2018,11:54:17,47.661403,N,-117.406147,W,542.807129,0.254405,3.2055860000000003,0,0,0,0,0,0,10,0,0,0
01/19/2018 11:54:20,1/19/2018,11:54:27,47.661417,N,-117.40614599999999,W,542.949341,1.075526,62.17193,0,59,26,0,0,0,10,0,0,65
01/19/2018 11:54:30,1/19/2018,11:54:37,47.661429,N,-117.40611100000001,W,543.127869,1.431734,352.267728,1,145,28,0,0,0,10,0,0,148
01/19/2018 11:54:40,1/19/2018,11:54:47,47.661456,N,-117.406116,W,544.136902,0.890926,28.647781,5,74,17,0,0,0,9,1,0,77
01/19/2018 11:54:50,1/19/2018,11:54:57,47.661493,N,-117.40608600000002,W,545.872375,1.562846,274.140228,0,80,23,0,0,0,7,3,0,84
01/19/2018 11:55:00,1/19/2018,11:55:07,47.661495,N,-117.406144,W,547.34845,1.6592650000000002,321.155946,13,132,59,1,0,0,10,0,0,146
01/19/2018 11:55:10,1/19/2018,11:55:17,47.661541,N,-117.406198,W,549.302429,1.137234,147.55678999999998,0,0,0,0,0,0,10,0,0,0
01/19/2018 11:55:20,1/19/2018,11:55:27,47.661504,N,-117.40616399999999,W,549.6724849999999,0.952833,202.185282,32,168,74,2,0,0,10,0,0,187
01/19/2018 11:55:30,1/19/2018,11:55:37,47.661478,N,-117.40618,W,550.037354,0.831131,132.365319,0,65,0,0,0,0,6,4,0,65
01/19/2018 11:55:40,1/19/2018,11:55:47,47.661453,N,-117.406139,W,550.322815,1.45191,359.612648,96,180,90,4,0,0,10,0,0,223
01/19/2018 11:55:50,1/19/2018,11:55:57,47.661471999999996,N,-117.40614,W,550.673218,1.247969,301.114921,2,57,58,0,0,0,4,6,0,82
01/19/2018 11:56:00,1/19/2018,11:56:07,47.661487,N,-117.406176,W,552.113342,0.213918,359.849741,11,105,17,1,0,0,2,8,0,107
01/19/2018 11:56:10,1/19/2018,11:56:17,47.66153,N,-117.406176,W,553.2822269999999,0.937607,102.728555,0,37,6,0,0,0,2,8,0,38
01/19/2018 11:56:20,1/19/2018,11:56:27,47.661524,N,-117.40613799999998,W,553.023254,0.566769,9.990401,2,133,60,0,0,0,4,6,0,146
01/19/2018 11:56:30,1/19/2018,11:56:37,47.661541,N,-117.40613400000001,W,552.9903559999999,1.2075879999999999,222.144652,12,166,55,1,0,0,4,6,0,176
01/19/2018 11:56:40,1/19/2018,11:56:47,47.661518,N,-117.40616399999999,W,552.991821,0.953901,211.986513,0,9,34,0,0,0,10,0,0,36
01/19/2018 11:56:50,1/19/2018,11:56:57,47.66149,N,-117.40619,W,553.0782469999999,0.495962,146.318373,2,83,66,0,0,0,10,0,0,107
01/19/2018 11:57:00,1/19/2018,11:57:07,47.661479,N,-117.40617900000001,W,553.099243,0.32822399999999996,245.829319,0,0,0,0,0,0,10,0,0,0
01/19/2018 11:57:10,1/19/2018,11:57:17,47.661475,N,-117.40619199999999,W,553.0323490000001,1.446015,89.18225799999999,0,33,40,0,0,0,10,0,0,52
01/19/2018 11:57:20,1/19/2018,11:57:27,47.661475,N,-117.40616999999999,W,553.41748,0.883749,191.07129799999998,1,105,51,0,0,0,10,0,0,117
01/19/2018 11:57:30,1/19/2018,11:57:37,47.661453,N,-117.406177,W,553.412537,1.153792,223.95629300000002,16,72,39,1,0,0,10,0,0,84
01/19/2018 11:57:40,1/19/2018,11:57:47,47.661440999999996,N,-117.406194,W,553.443176,0.656163,288.33983,0,48,44,0,0,0,2,8,0,66
01/19/2018 11:57:50,1/19/2018,11:57:57,47.661444,N,-117.40620700000001,W,553.517334,1.2633450000000002,132.09072,0,20,0,0,0,0,2,8,0,20
01/19/2018 11:58:00,1/19/2018,11:58:07,47.661415000000005,N,-117.40616100000001,W,553.075928,0.6762560000000001,124.998124,0,42,0,0,0,0,6,4,0,42
01/19/2018 11:58:10,1/19/2018,11:58:17,47.661407000000004,N,-117.406143,W,552.787903,0.264504,321.62219500000003,38,62,0,2,0,0,2,8,0,73
01/19/2018 11:58:20,1/19/2018,11:58:27,47.661465,N,-117.40621200000001,W,553.328491,2.424966,354.228419,0,51,54,0,0,0,10,0,0,75
01/19/2018 11:58:30,1/19/2018,11:58:37,47.661535,N,-117.406222,W,554.747131,2.0009639999999997,142.208438,0,0,0,0,0,0,10,0,0,0
01/19/2018 11:58:40,1/19/2018,11:58:47,47.661509,N,-117.40619199999999,W,555.395081,0.542974,157.237856,0,54,81,0,0,0,5,5,0,98
01/19/2018 11:58:50,1/19/2018,11:58:57,47.661458,N,-117.40616100000001,W,556.17804,0.926422,12.84557,8,177,32,0,0,0,8,2,0,181
01/19/2018 11:59:00,1/19/2018,11:59:07,47.66149,N,-117.40615,W,556.8275150000001,1.554116,29.297956,15,119,59,2,0,0,9,1,0,134
01/19/2018 11:59:10,1/19/2018,11:59:17,47.661527,N,-117.40611899999999,W,557.374512,0.8384379999999999,51.159246,0,29,18,0,0,0,1,9,0,35
01/19/2018 11:59:20,1/19/2018,11:59:27,47.661538,N,-117.406098,W,557.286804,1.8543349999999998,34.542381,0,14,0,0,0,0,0,10,0,14
01/19/2018 11:59:30,1/19/2018,11:59:37,47.661553000000005,N,-117.40608300000001,W,556.862793,0.196849,188.274766,0,15,0,0,0,0,1,9,0,15
01/19/2018 11:59:40,1/19/2018,11:59:47,47.661539000000005,N,-117.40608600000002,W,556.8634030000001,0.435708,262.475937,0,137,20,0,0,0,4,6,0,139
01/19/2018 11:59:50,1/19/2018,11:59:57,47.661535,N,-117.40612800000001,W,556.539917,0.258909,309.747184,0,8,0,0,0,0,1,9,0,8
01/19/2018 12:00:00,1/19/2018,12:00:07,47.661581,N,-117.406209,W,556.505615,1.419358,295.581179,8,56,69,0,0,0,8,2,0,90
01/19/2018 12:00:10,1/19/2018,12:00:17,47.661592999999996,N,-117.406245,W,556.3914179999999,0.7116520000000001,220.842607,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:00:20,1/19/2018,12:00:27,47.661564,N,-117.406282,W,556.4050900000001,1.447222,291.905008,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:00:30,1/19/2018,12:00:37,47.661592999999996,N,-117.40638700000001,W,556.467407,1.8724889999999998,106.686155,0,14,9,0,0,0,9,1,0,17
01/19/2018 12:00:40,1/19/2018,12:00:47,47.661564,N,-117.40624299999999,W,556.119202,0.519329,175.942736,0,125,89,0,0,0,10,0,0,154
01/19/2018 12:00:50,1/19/2018,12:00:57,47.661516,N,-117.40623799999999,W,555.7510990000001,0.325834,19.366492,27,135,97,2,0,0,7,3,0,169
01/19/2018 12:01:00,1/19/2018,12:01:07,47.661519,N,-117.406236,W,555.714783,0.8172560000000001,128.057765,48,205,106,2,0,0,6,4,0,236
01/19/2018 12:01:10,1/19/2018,12:01:17,47.661418,N,-117.406043,W,554.649658,3.9253419999999997,232.053246,27,150,94,1,0,0,9,1,0,180
01/19/2018 12:01:20,1/19/2018,12:01:27,47.661408,N,-117.40606100000001,W,554.5916139999999,0.663903,277.880365,40,98,169,1,0,0,5,5,0,200
01/19/2018 12:01:30,1/19/2018,12:01:37,47.661414,N,-117.40611899999999,W,555.028809,1.5970659999999999,319.571743,9,23,59,1,0,0,8,2,0,64
01/19/2018 12:01:40,1/19/2018,12:01:47,47.6615,N,-117.40622900000001,W,554.938904,1.0591030000000001,10.124133,5,59,60,0,0,0,10,0,0,85
01/19/2018 12:01:50,1/19/2018,12:01:57,47.661516999999996,N,-117.406224,W,554.962463,0.702503,325.942551,18,57,114,1,0,0,8,2,0,129
01/19/2018 12:02:00,1/19/2018,12:02:07,47.661526,N,-117.406232,W,554.997742,0.6351680000000001,209.351444,9,86,28,0,0,0,10,0,0,91
01/19/2018 12:02:10,1/19/2018,12:02:17,47.661516,N,-117.40624,W,554.993042,0.534693,85.800785,0,34,0,0,0,0,8,2,0,34
01/19/2018 12:02:20,1/19/2018,12:02:27,47.661519,N,-117.40619199999999,W,554.950562,0.9220200000000001,97.858486,0,65,0,0,0,0,4,6,0,65
01/19/2018 12:02:30,1/19/2018,12:02:37,47.661516,N,-117.40616499999999,W,554.9473879999999,0.302465,18.952679999999997,23,72,51,1,0,0,8,2,0,92
01/19/2018 12:02:40,1/19/2018,12:02:47,47.661528999999994,N,-117.406159,W,554.964478,0.9175700000000001,144.094247,0,32,4,0,0,0,10,0,0,33
01/19/2018 12:02:50,1/19/2018,12:02:57,47.661505,N,-117.40613400000001,W,554.993042,0.40715,297.33731800000004,30,86,97,1,0,0,5,5,0,134
01/19/2018 12:03:00,1/19/2018,12:03:07,47.661544,N,-117.406246,W,555.8136599999999,1.1064459999999998,202.416869,0,53,66,0,0,0,5,5,0,85
01/19/2018 12:03:10,1/19/2018,12:03:17,47.661539000000005,N,-117.40625,W,555.690918,0.6786979999999999,53.209663,16,64,89,1,0,0,7,3,0,111
01/19/2018 12:03:20,1/19/2018,12:03:27,47.661556,N,-117.40621499999999,W,555.579895,0.25449099999999997,47.366809,24,83,142,1,0,0,6,4,0,167
01/19/2018 12:03:30,1/19/2018,12:03:37,47.661561,N,-117.40620700000001,W,555.561035,1.310355,159.802569,168,334,204,6,0,0,10,0,0,426
01/19/2018 12:03:40,1/19/2018,12:03:47,47.661521,N,-117.40618400000001,W,555.445862,2.1292720000000003,154.49868,616,505,261,16,0,0,10,0,0,839
01/19/2018 12:03:50,1/19/2018,12:03:57,47.661438000000004,N,-117.406125,W,555.270874,2.55908,336.658327,608,508,130,18,0,0,10,0,0,803
01/19/2018 12:05:30,1/19/2018,12:05:38,47.661882,N,-117.40641000000001,W,555.7146,0.887533,117.511995,0,2,0,0,0,0,10,0,0,2
01/19/2018 12:05:40,1/19/2018,12:05:48,47.661863000000004,N,-117.406357,W,554.653564,0.310206,155.97874299999998,0,56,0,0,0,0,0,10,0,56
01/19/2018 12:05:50,1/19/2018,12:05:58,47.66185,N,-117.406348,W,554.6087650000001,0.523928,166.663904,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:06:00,1/19/2018,12:06:08,47.661751,N,-117.40631299999998,W,554.364807,0.6372140000000001,174.272843,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:06:10,1/19/2018,12:06:18,47.661736,N,-117.40631100000002,W,554.282471,0.376668,161.89117199999998,4,9,0,1,0,0,0,10,0,10
01/19/2018 12:06:20,1/19/2018,12:06:28,47.661687,N,-117.406287,W,553.838379,0.341621,48.873236999999996,0,23,0,0,0,0,10,0,0,23
01/19/2018 12:06:30,1/19/2018,12:06:38,47.66169,N,-117.406282,W,553.838806,1.152382,3.2941260000000003,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:06:40,1/19/2018,12:06:48,47.661705,N,-117.406281,W,553.846558,0.52557,300.09007,0,5,0,0,0,0,10,0,0,5
01/19/2018 12:06:50,1/19/2018,12:06:58,47.66171,N,-117.406295,W,553.864136,0.173826,129.894629,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:00,1/19/2018,12:07:08,47.661707,N,-117.40628899999999,W,553.867065,0.5233140000000001,186.15618,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:10,1/19/2018,12:07:18,47.661694,N,-117.406291,W,553.8026120000001,0.9015120000000001,209.399529,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:20,1/19/2018,12:07:28,47.661677000000005,N,-117.406305,W,553.676575,0.704332,77.59016,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:30,1/19/2018,12:07:38,47.661685,N,-117.406251,W,553.481812,1.712635,118.110448,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:40,1/19/2018,12:07:48,47.661678,N,-117.406231,W,553.267273,1.009575,308.474824,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:07:50,1/19/2018,12:07:58,47.661691,N,-117.406254,W,553.162903,1.0550469999999998,337.608471,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:08:00,1/19/2018,12:08:08,47.661742,N,-117.40628600000001,W,553.114197,1.646582,284.451504,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:08:10,1/19/2018,12:08:18,47.661755,N,-117.40635800000001,W,553.103088,0.289224,155.246227,0,38,56,0,0,0,9,1,0,68
01/19/2018 12:08:20,1/19/2018,12:08:28,47.661654,N,-117.40628899999999,W,553.0859379999999,1.7190720000000002,147.621999,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:08:30,1/19/2018,12:08:38,47.661553000000005,N,-117.406194,W,553.03363,0.686263,109.65309099999999,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:08:40,1/19/2018,12:08:48,47.66155,N,-117.40618,W,552.998596,0.066876,122.128302,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:08:50,1/19/2018,12:08:58,47.661545000000004,N,-117.40616999999999,W,552.96521,0.42005600000000004,296.542866,18,26,81,1,0,0,8,2,0,87
01/19/2018 12:09:00,1/19/2018,12:09:08,47.661547999999996,N,-117.406176,W,552.9686889999999,0.918467,320.413519,0,0,0,0,0,0,9,1,0,0
01/19/2018 12:09:10,1/19/2018,12:09:18,47.661597,N,-117.406237,W,552.987671,0.6062960000000001,296.980936,0,0,0,0,0,0,8,2,0,0
01/19/2018 12:09:20,1/19/2018,12:09:28,47.661602,N,-117.406252,W,553.00293,0.364344,113.786657,0,4,0,0,0,0,10,0,0,4
01/19/2018 12:09:30,1/19/2018,12:09:38,47.6616,N,-117.406244,W,553.017395,0.504899,161.379525,4,8,45,0,0,0,10,0,0,46
01/19/2018 12:09:40,1/19/2018,12:09:48,47.661571,N,-117.40622900000001,W,553.095947,0.557815,102.040593,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:09:50,1/19/2018,12:09:58,47.661570000000005,N,-117.406221,W,553.085632,0.40375500000000003,261.797515,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:10:00,1/19/2018,12:10:08,47.661567,N,-117.406252,W,553.0975950000001,1.529025,286.25210899999996,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:10:10,1/19/2018,12:10:18,47.661575,N,-117.40629799999999,W,553.088379,0.989975,72.74538199999999,0,57,73,0,0,0,10,0,0,93
01/19/2018 12:10:20,1/19/2018,12:10:28,47.661601,N,-117.406175,W,552.8886110000001,1.120308,34.007737,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:10:30,1/19/2018,12:10:38,47.661635,N,-117.40614099999999,W,552.585449,0.518147,8.753693,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:10:40,1/19/2018,12:10:48,47.661706,N,-117.406125,W,552.2969969999999,1.253118,194.763091,0,51,0,0,0,0,10,0,0,51
01/19/2018 12:10:50,1/19/2018,12:10:58,47.661653,N,-117.40614599999999,W,552.707336,0.30186199999999996,232.19068,0,0,30,0,0,0,10,0,0,30
01/19/2018 12:11:00,1/19/2018,12:11:08,47.661646999999995,N,-117.40615700000001,W,552.719666,0.586735,306.61584,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:11:20,1/19/2018,12:11:26,47.661675,N,-117.40621499999999,W,552.804138,0.724837,359.13487200000003,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:11:30,1/19/2018,12:11:36,47.661809999999996,N,-117.406218,W,552.588074,1.9847279999999998,304.300567,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:12:00,1/19/2018,12:12:03,47.661831,N,-117.406263,W,552.658508,0.444166,169.746303,0,3,13,0,0,0,8,2,0,14
01/19/2018 12:12:10,1/19/2018,12:12:13,47.661685999999996,N,-117.406224,W,552.8881230000001,2.31656,164.44917900000002,0,21,21,0,0,0,7,3,0,30
01/19/2018 12:12:20,1/19/2018,12:12:23,47.661519,N,-117.406155,W,553.248108,0.821385,148.685263,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:12:30,1/19/2018,12:12:33,47.66151,N,-117.406148,W,553.049561,0.48132700000000006,318.01354100000003,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:12:40,1/19/2018,12:12:43,47.661543,N,-117.40619099999999,W,553.077209,1.059469,256.019386,3,42,31,0,0,0,9,1,0,53
01/19/2018 12:12:50,1/19/2018,12:12:53,47.661541,N,-117.406201,W,553.144836,0.5315340000000001,215.907577,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:13:00,1/19/2018,12:13:03,47.661535,N,-117.406208,W,553.136963,0.442326,20.293617,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:13:10,1/19/2018,12:13:13,47.661547,N,-117.40620200000001,W,553.098145,0.981352,347.03812400000004,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:13:20,1/19/2018,12:13:23,47.661559000000004,N,-117.40620600000001,W,553.010986,1.68629,345.814545,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:13:30,1/19/2018,12:13:33,47.661609999999996,N,-117.406225,W,553.004456,2.1171130000000002,293.805232,0,12,27,0,0,0,4,6,0,30
01/19/2018 12:13:40,1/19/2018,12:13:43,47.661615000000005,N,-117.40624299999999,W,553.117615,0.46253500000000003,286.266587,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:13:50,1/19/2018,12:13:53,47.661623999999996,N,-117.40628400000001,W,553.468201,1.950868,167.636753,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:00,1/19/2018,12:14:03,47.661589,N,-117.406273,W,553.51123,0.365034,183.944726,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:10,1/19/2018,12:14:13,47.661581,N,-117.406274,W,553.514954,0.571328,188.116469,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:20,1/19/2018,12:14:23,47.661572,N,-117.406276,W,553.490601,0.291637,345.222606,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:30,1/19/2018,12:14:33,47.661599,N,-117.40628600000001,W,553.442871,1.1396190000000002,17.596849,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:40,1/19/2018,12:14:43,47.661631,N,-117.40627099999999,W,553.350098,0.6686340000000001,325.977328,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:14:50,1/19/2018,12:14:53,47.661637,N,-117.406277,W,553.3341059999999,0.081326,352.857524,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:15:00,1/19/2018,12:15:03,47.661640000000006,N,-117.406277,W,553.317871,0.376162,163.131355,0,10,33,0,0,0,5,5,0,35
01/19/2018 12:15:10,1/19/2018,12:15:13,47.66163,N,-117.406273,W,553.3229980000001,0.659935,190.317386,0,0,0,0,0,0,0,10,0,0
01/19/2018 12:15:20,1/19/2018,12:15:23,47.661565,N,-117.406291,W,553.325928,1.4198680000000001,172.86772,4,127,99,0,0,0,4,6,0,162
01/19/2018 12:15:30,1/19/2018,12:15:33,47.661512,N,-117.406281,W,553.122803,0.582757,118.810731,0,41,57,0,0,0,4,6,0,71
01/19/2018 12:15:40,1/19/2018,12:15:43,47.661507,N,-117.40626699999999,W,553.132996,0.5189739999999999,191.52590700000002,0,24,11,0,0,0,9,1,0,27
01/19/2018 12:15:50,1/19/2018,12:15:53,47.661497,N,-117.40627099999999,W,553.071167,0.3303,335.183106,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:16:00,1/19/2018,12:16:03,47.661572,N,-117.406322,W,552.5148929999999,2.297319,4.898635,0,0,0,0,0,0,10,0,0,0
01/19/2018 12:16:10,1/19/2018,12:16:13,47.66163,N,-117.40631499999999,W,552.941284,0.822317,353.825783,0,29,60,0,0,0,6,4,0,67
01/19/2018 12:16:20,1/19/2018,12:16:23,47.661646999999995,N,-117.406318,W,552.916626,0.848484,226.480925,0,51,88,0,0,0,3,7,0,102
01/19/2018 12:16:30,1/19/2018,12:16:33,47.661637,N,-117.40633400000002,W,553.164429,0.772573,129.938329,0,23,51,0,0,0,10,0,0,56
01/19/2018 12:16:40,1/19/2018,12:16:43,47.661586,N,-117.40624299999999,W,553.200867,0.699781,132.163039,43,243,248,3,0,0,5,5,0,350
01/19/2018 12:16:50,1/19/2018,12:16:53,47.661574,N,-117.406224,W,553.097473,0.43395900000000004,199.353421,59,183,75,2,0,0,8,2,0,207
01/19/2018 12:17:00,1/19/2018,12:17:03,47.661556,N,-117.40623300000001,W,552.756836,0.568661,150.581729,14,41,19,1,0,0,9,1,0,48
01/19/2018 12:17:10,1/19/2018,12:17:13,47.661534,N,-117.40621499999999,W,552.826721,0.310352,30.771046000000002,67,259,138,4,0,0,4,6,0,302
01/19/2018 12:17:20,1/19/2018,12:17:23,47.661543,N,-117.40620700000001,W,553.115723,0.9773809999999999,303.159889,6,42,53,0,0,0,8,2,0,68
01/19/2018 12:17:30,1/19/2018,12:17:33,47.661567,N,-117.406263,W,554.1845089999999,1.602459,322.146518,2,130,51,0,0,0,4,6,0,140
01/19/2018 12:17:40,1/19/2018,12:17:43,47.661615000000005,N,-117.406318,W,555.08728,2.989606,140.929486,0,110,62,0,0,0,5,5,0,127
01/19/2018 12:17:50,1/19/2018,12:17:53,47.661588,N,-117.40628600000001,W,556.249084,0.811839,30.708389,16,139,72,1,0,0,7,3,0,158
01/19/2018 12:18:00,1/19/2018,12:18:03,47.661631,N,-117.406249,W,558.260986,1.453557,307.84473399999996,4,99,5,0,0,0,10,0,0,100
01/19/2018 12:18:10,1/19/2018,12:18:13,47.661657,N,-117.40629799999999,W,558.806213,1.878091,270.150142,22,146,198,1,0,0,9,1,0,247
01/19/2018 12:18:20,1/19/2018,12:18:23,47.661657,N,-117.406375,W,558.755249,1.3584370000000001,146.55033400000002,0,0,26,0,0,0,10,0,0,26
01/19/2018 12:18:30,1/19/2018,12:18:33,47.661598,N,-117.40631699999999,W,558.960205,1.9862549999999999,128.355449,12,142,129,1,0,0,10,0,0,193
01/19/2018 12:18:40,1/19/2018,12:18:43,47.661543,N,-117.40621399999999,W,560.808044,0.8900819999999999,157.188343,109,173,222,3,0,0,10,0,0,302
01/19/2018 12:18:50,1/19/2018,12:18:53,47.661516,N,-117.40619699999999,W,561.277771,0.46333,120.794275,118,84,68,5,0,0,10,0,0,161
01/19/2018 12:19:00,1/19/2018,12:19:03,47.661509,N,-117.406181,W,560.524536,1.192931,166.843758,87,280,252,5,0,0,10,0,0,387
01/19/2018 12:19:10,1/19/2018,12:19:13,47.661504,N,-117.40617900000001,W,560.693359,0.47253100000000003,354.44635,0,52,0,0,0,0,10,0,0,52
01/19/2018 12:19:20,1/19/2018,12:19:23,47.661515,N,-117.406181,W,561.32489,1.569969,143.340816,4,64,39,1,0,0,10,0,0,76
01/19/2018 12:19:30,1/19/2018,12:19:33,47.661491,N,-117.406154,W,561.435059,0.842508,269.68446600000004,20,154,78,0,0,0,10,0,0,174
01/19/2018 12:19:40,1/19/2018,12:19:43,47.66149,N,-117.406232,W,561.422546,0.63283,303.251479,22,101,154,2,0,0,10,0,0,186
01/19/2018 12:19:50,1/19/2018,12:19:53,47.661497999999995,N,-117.406248,W,561.233826,1.085524,142.635974,6,120,83,1,0,0,10,0,0,147
01/19/2018 12:20:00,1/19/2018,12:20:03,47.661376000000004,N,-117.40611100000001,W,561.596619,1.494607,341.014842,75,241,148,3,0,0,10,0,0,293
