Predicted Avtivity,UnixTime,LATITUDE,LONGITUDE,ALTITUDE,SPEED,HEADING,axis1,axis2,axis3,steps,lux,inclineOff,inclineStanding,inclineSitting,inclineLying,vm
Walking,1516391370,47.658951,-117.405619,150.020905,0.511703,350.754628,16,63,47,2,0,0,5,5,0,81
Walking,1516391380,47.661562,-117.40625,554.857056,0.362232,150.871007,0,48,21,0,0,0,5,5,0,53
Walking,1516391390,47.661484,-117.406185,554.637207,0.481599,135.05777,0,17,31,0,0,0,10,0,0,36
Walking,1516391400,47.661468,-117.406162,556.567566,0.626974,38.2218,0,87,14,0,0,0,10,0,0,89
Walking,1516391410,47.661479,-117.406149,556.621094,0.633758,129.348915,10,149,98,2,0,0,8,2,0,179
Walking,1516391420,47.661455,-117.406106,557.134644,2.09599,241.301574,0,0,0,0,0,0,7,3,0,0
Walking,1516391430,47.661449,-117.406122,557.817078,0.518952,345.641331,0,49,23,0,0,0,3,7,0,55
Walking,1516391440,47.661466,-117.406128,557.764648,0.650665,53.175303,3,66,32,0,0,0,7,3,0,74
Walking,1516391450,47.66147,-117.40612,558.240723,0.348291,355.120808,6,15,38,1,0,0,5,5,0,42
Walking,1516391460,47.661473,-117.406121,559.836304,0.39807,313.061621,0,0,0,0,0,0,0,10,0,0
Walking,1516391470,47.661479,-117.406131,560.276062,0.429229,232.309834,0,77,8,0,0,0,6,4,0,78
Walking,1516391480,47.661476,-117.406138,560.310852,0.727243,163.300556,0,108,27,0,0,0,10,0,0,112
Walking,1516391490,47.661465,-117.406133,560.249329,0.629583,307.117081,14,46,37,0,0,0,9,1,0,61
Walking,1516391500,47.661475,-117.406153,559.727173,1.170063,346.27549,23,110,131,1,0,0,2,8,0,173
Walking,1516391510,47.661485,-117.406156,559.430359,0.2859,345.487389,10,65,17,1,0,0,2,8,0,68
Walking,1516391520,47.661489,-117.406158,559.580566,0.441501,25.707592,20,118,32,1,0,0,4,6,0,124
Walking,1516391530,47.661504,-117.406147,559.970642,1.452868,318.11619,5,41,39,0,0,0,6,4,0,57
Walking,1516391540,47.661562,-117.406223,563.092651,1.384031,144.622205,5,91,21,1,0,0,3,7,0,94
Walking,1516391550,47.661533,-117.406193,564.351013,0.526332,140.283255,2,74,36,0,0,0,2,8,0,83
Walking,1516391560,47.661527,-117.406185,564.449768,0.35013,209.192491,18,38,58,1,0,0,2,8,0,72
Walking,1516391570,47.661503,-117.406205,564.867249,0.898212,140.441201,0,0,0,0,0,0,0,10,0,0
Walking,1516391580,47.661476,-117.406172,564.465271,1.093367,71.002796,0,11,0,0,0,0,4,6,0,11
Walking,1516391590,47.661486,-117.406129,563.681519,1.477011,348.772536,0,26,36,0,0,0,10,0,0,45
Walking,1516391600,47.661519,-117.406138,558.360779,1.77222,175.041115,2,82,126,0,0,0,9,1,0,151
Walking,1516391610,47.661484,-117.406134,558.637146,0.478622,265.712061,6,81,4,0,0,0,6,4,0,82
Walking,1516391620,47.661483,-117.406144,558.845276,1.602309,182.634104,5,106,21,0,0,0,4,6,0,109
Walking,1516391630,47.661456,-117.406146,551.453674,0.718266,179.390919,6,102,29,0,0,0,9,1,0,107
Walking,1516391640,47.661401,-117.406145,542.414978,1.088597,331.905568,12,66,81,1,0,0,9,1,0,106
Walking,1516391650,47.661403,-117.406147,542.807129,0.254405,3.205586,0,0,0,0,0,0,10,0,0,0
Walking,1516391660,47.661417,-117.406146,542.949341,1.075526,62.17193,0,59,26,0,0,0,10,0,0,65
Walking,1516391670,47.661429,-117.406111,543.127869,1.431734,352.267728,1,145,28,0,0,0,10,0,0,148
Walking,1516391680,47.661456,-117.406116,544.136902,0.890926,28.647781,5,74,17,0,0,0,9,1,0,77
Walking,1516391690,47.661493,-117.406086,545.872375,1.562846,274.140228,0,80,23,0,0,0,7,3,0,84
Walking,1516391700,47.661495,-117.406144,547.34845,1.659265,321.155946,13,132,59,1,0,0,10,0,0,146
Walking,1516391710,47.661541,-117.406198,549.302429,1.137234,147.55679,0,0,0,0,0,0,10,0,0,0
Walking,1516391720,47.661504,-117.406164,549.672485,0.952833,202.185282,32,168,74,2,0,0,10,0,0,187
Walking,1516391730,47.661478,-117.40618,550.037354,0.831131,132.365319,0,65,0,0,0,0,6,4,0,65
Walking,1516391740,47.661453,-117.406139,550.322815,1.45191,359.612648,96,180,90,4,0,0,10,0,0,223
Walking,1516391750,47.661472,-117.40614,550.673218,1.247969,301.114921,2,57,58,0,0,0,4,6,0,82
Walking,1516391760,47.661487,-117.406176,552.113342,0.213918,359.849741,11,105,17,1,0,0,2,8,0,107
Walking,1516391770,47.66153,-117.406176,553.282227,0.937607,102.728555,0,37,6,0,0,0,2,8,0,38
Walking,1516391780,47.661524,-117.406138,553.023254,0.566769,9.990401,2,133,60,0,0,0,4,6,0,146
Walking,1516391790,47.661541,-117.406134,552.990356,1.207588,222.144652,12,166,55,1,0,0,4,6,0,176
Walking,1516391800,47.661518,-117.406164,552.991821,0.953901,211.986513,0,9,34,0,0,0,10,0,0,36
Walking,1516391810,47.66149,-117.40619,553.078247,0.495962,146.318373,2,83,66,0,0,0,10,0,0,107
Walking,1516391820,47.661479,-117.406179,553.099243,0.328224,245.829319,0,0,0,0,0,0,10,0,0,0
Walking,1516391830,47.661475,-117.406192,553.032349,1.446015,89.182258,0,33,40,0,0,0,10,0,0,52
Walking,1516391840,47.661475,-117.40617,553.41748,0.883749,191.071298,1,105,51,0,0,0,10,0,0,117
Walking,1516391850,47.661453,-117.406177,553.412537,1.153792,223.956293,16,72,39,1,0,0,10,0,0,84
Walking,1516391860,47.661441,-117.406194,553.443176,0.656163,288.33983,0,48,44,0,0,0,2,8,0,66
Walking,1516391870,47.661444,-117.406207,553.517334,1.263345,132.09072,0,20,0,0,0,0,2,8,0,20
Walking,1516391880,47.661415,-117.406161,553.075928,0.676256,124.998124,0,42,0,0,0,0,6,4,0,42
Walking,1516391890,47.661407,-117.406143,552.787903,0.264504,321.622195,38,62,0,2,0,0,2,8,0,73
Walking,1516391900,47.661465,-117.406212,553.328491,2.424966,354.228419,0,51,54,0,0,0,10,0,0,75
Walking,1516391910,47.661535,-117.406222,554.747131,2.000964,142.208438,0,0,0,0,0,0,10,0,0,0
Walking,1516391920,47.661509,-117.406192,555.395081,0.542974,157.237856,0,54,81,0,0,0,5,5,0,98
Walking,1516391930,47.661458,-117.406161,556.17804,0.926422,12.84557,8,177,32,0,0,0,8,2,0,181
Walking,1516391940,47.66149,-117.40615,556.827515,1.554116,29.297956,15,119,59,2,0,0,9,1,0,134
Walking,1516391950,47.661527,-117.406119,557.374512,0.838438,51.159246,0,29,18,0,0,0,1,9,0,35
Walking,1516391960,47.661538,-117.406098,557.286804,1.854335,34.542381,0,14,0,0,0,0,0,10,0,14
Walking,1516391970,47.661553,-117.406083,556.862793,0.196849,188.274766,0,15,0,0,0,0,1,9,0,15
Walking,1516391980,47.661539,-117.406086,556.863403,0.435708,262.475937,0,137,20,0,0,0,4,6,0,139
Walking,1516391990,47.661535,-117.406128,556.539917,0.258909,309.747184,0,8,0,0,0,0,1,9,0,8
Walking,1516392000,47.661581,-117.406209,556.505615,1.419358,295.581179,8,56,69,0,0,0,8,2,0,90
Walking,1516392010,47.661593,-117.406245,556.391418,0.711652,220.842607,0,0,0,0,0,0,0,10,0,0
Walking,1516392020,47.661564,-117.406282,556.40509,1.447222,291.905008,0,0,0,0,0,0,0,10,0,0
Walking,1516392030,47.661593,-117.406387,556.467407,1.872489,106.686155,0,14,9,0,0,0,9,1,0,17
Walking,1516392040,47.661564,-117.406243,556.119202,0.519329,175.942736,0,125,89,0,0,0,10,0,0,154
Walking,1516392050,47.661516,-117.406238,555.751099,0.325834,19.366492,27,135,97,2,0,0,7,3,0,169
Walking,1516392060,47.661519,-117.406236,555.714783,0.817256,128.057765,48,205,106,2,0,0,6,4,0,236
Walking,1516392070,47.661418,-117.406043,554.649658,3.925342,232.053246,27,150,94,1,0,0,9,1,0,180
Walking,1516392080,47.661408,-117.406061,554.591614,0.663903,277.880365,40,98,169,1,0,0,5,5,0,200
Walking,1516392090,47.661414,-117.406119,555.028809,1.597066,319.571743,9,23,59,1,0,0,8,2,0,64
Walking,1516392100,47.6615,-117.406229,554.938904,1.059103,10.124133,5,59,60,0,0,0,10,0,0,85
Walking,1516392110,47.661517,-117.406224,554.962463,0.702503,325.942551,18,57,114,1,0,0,8,2,0,129
Walking,1516392120,47.661526,-117.406232,554.997742,0.635168,209.351444,9,86,28,0,0,0,10,0,0,91
Walking,1516392130,47.661516,-117.40624,554.993042,0.534693,85.800785,0,34,0,0,0,0,8,2,0,34
Walking,1516392140,47.661519,-117.406192,554.950562,0.92202,97.858486,0,65,0,0,0,0,4,6,0,65
Walking,1516392150,47.661516,-117.406165,554.947388,0.302465,18.95268,23,72,51,1,0,0,8,2,0,92
Walking,1516392160,47.661529,-117.406159,554.964478,0.91757,144.094247,0,32,4,0,0,0,10,0,0,33
Walking,1516392170,47.661505,-117.406134,554.993042,0.40715,297.337318,30,86,97,1,0,0,5,5,0,134
Walking,1516392180,47.661544,-117.406246,555.81366,1.106446,202.416869,0,53,66,0,0,0,5,5,0,85
Walking,1516392190,47.661539,-117.40625,555.690918,0.678698,53.209663,16,64,89,1,0,0,7,3,0,111
Walking,1516392200,47.661556,-117.406215,555.579895,0.254491,47.366809,24,83,142,1,0,0,6,4,0,167
Walking,1516392210,47.661561,-117.406207,555.561035,1.310355,159.802569,168,334,204,6,0,0,10,0,0,426
Walking,1516392220,47.661521,-117.406184,555.445862,2.129272,154.49868,616,505,261,16,0,0,10,0,0,839
Walking,1516392230,47.661438,-117.406125,555.270874,2.55908,336.658327,608,508,130,18,0,0,10,0,0,803
Walking,1516392330,47.661882,-117.40641,555.7146,0.887533,117.511995,0,2,0,0,0,0,10,0,0,2
Walking,1516392340,47.661863,-117.406357,554.653564,0.310206,155.978743,0,56,0,0,0,0,0,10,0,56
Walking,1516392350,47.66185,-117.406348,554.608765,0.523928,166.663904,0,0,0,0,0,0,0,10,0,0
Walking,1516392360,47.661751,-117.406313,554.364807,0.637214,174.272843,0,0,0,0,0,0,0,10,0,0
Walking,1516392370,47.661736,-117.406311,554.282471,0.376668,161.891172,4,9,0,1,0,0,0,10,0,10
Walking,1516392380,47.661687,-117.406287,553.838379,0.341621,48.873237,0,23,0,0,0,0,10,0,0,23
Walking,1516392390,47.66169,-117.406282,553.838806,1.152382,3.294126,0,0,0,0,0,0,10,0,0,0
Walking,1516392400,47.661705,-117.406281,553.846558,0.52557,300.09007,0,5,0,0,0,0,10,0,0,5
Walking,1516392410,47.66171,-117.406295,553.864136,0.173826,129.894629,0,0,0,0,0,0,10,0,0,0
Walking,1516392420,47.661707,-117.406289,553.867065,0.523314,186.15618,0,0,0,0,0,0,10,0,0,0
Walking,1516392430,47.661694,-117.406291,553.802612,0.901512,209.399529,0,0,0,0,0,0,10,0,0,0
Walking,1516392440,47.661677,-117.406305,553.676575,0.704332,77.59016,0,0,0,0,0,0,10,0,0,0
Walking,1516392450,47.661685,-117.406251,553.481812,1.712635,118.110448,0,0,0,0,0,0,10,0,0,0
Walking,1516392460,47.661678,-117.406231,553.267273,1.009575,308.474824,0,0,0,0,0,0,10,0,0,0
Walking,1516392470,47.661691,-117.406254,553.162903,1.055047,337.608471,0,0,0,0,0,0,10,0,0,0
Walking,1516392480,47.661742,-117.406286,553.114197,1.646582,284.451504,0,0,0,0,0,0,10,0,0,0
Walking,1516392490,47.661755,-117.406358,553.103088,0.289224,155.246227,0,38,56,0,0,0,9,1,0,68
Walking,1516392500,47.661654,-117.406289,553.085938,1.719072,147.621999,0,0,0,0,0,0,10,0,0,0
Walking,1516392510,47.661553,-117.406194,553.03363,0.686263,109.653091,0,0,0,0,0,0,10,0,0,0
Walking,1516392520,47.66155,-117.40618,552.998596,0.066876,122.128302,0,0,0,0,0,0,10,0,0,0
Walking,1516392530,47.661545,-117.40617,552.96521,0.420056,296.542866,18,26,81,1,0,0,8,2,0,87
Walking,1516392540,47.661548,-117.406176,552.968689,0.918467,320.413519,0,0,0,0,0,0,9,1,0,0
Walking,1516392550,47.661597,-117.406237,552.987671,0.606296,296.980936,0,0,0,0,0,0,8,2,0,0
Walking,1516392560,47.661602,-117.406252,553.00293,0.364344,113.786657,0,4,0,0,0,0,10,0,0,4
Walking,1516392570,47.6616,-117.406244,553.017395,0.504899,161.379525,4,8,45,0,0,0,10,0,0,46
Walking,1516392580,47.661571,-117.406229,553.095947,0.557815,102.040593,0,0,0,0,0,0,10,0,0,0
Walking,1516392590,47.66157,-117.406221,553.085632,0.403755,261.797515,0,0,0,0,0,0,10,0,0,0
Walking,1516392600,47.661567,-117.406252,553.097595,1.529025,286.252109,0,0,0,0,0,0,10,0,0,0
Walking,1516392610,47.661575,-117.406298,553.088379,0.989975,72.745382,0,57,73,0,0,0,10,0,0,93
Walking,1516392620,47.661601,-117.406175,552.888611,1.120308,34.007737,0,0,0,0,0,0,10,0,0,0
Walking,1516392630,47.661635,-117.406141,552.585449,0.518147,8.753693,0,0,0,0,0,0,10,0,0,0
Walking,1516392640,47.661706,-117.406125,552.296997,1.253118,194.763091,0,51,0,0,0,0,10,0,0,51
Walking,1516392650,47.661653,-117.406146,552.707336,0.301862,232.19068,0,0,30,0,0,0,10,0,0,30
Walking,1516392660,47.661647,-117.406157,552.719666,0.586735,306.61584,0,0,0,0,0,0,10,0,0,0
Walking,1516392680,47.661675,-117.406215,552.804138,0.724837,359.134872,0,0,0,0,0,0,10,0,0,0
Walking,1516392690,47.66181,-117.406218,552.588074,1.984728,304.300567,0,0,0,0,0,0,10,0,0,0
Walking,1516392720,47.661831,-117.406263,552.658508,0.444166,169.746303,0,3,13,0,0,0,8,2,0,14
Walking,1516392730,47.661686,-117.406224,552.888123,2.31656,164.449179,0,21,21,0,0,0,7,3,0,30
Walking,1516392740,47.661519,-117.406155,553.248108,0.821385,148.685263,0,0,0,0,0,0,10,0,0,0
Walking,1516392750,47.66151,-117.406148,553.049561,0.481327,318.013541,0,0,0,0,0,0,10,0,0,0
Walking,1516392760,47.661543,-117.406191,553.077209,1.059469,256.019386,3,42,31,0,0,0,9,1,0,53
Walking,1516392770,47.661541,-117.406201,553.144836,0.531534,215.907577,0,0,0,0,0,0,0,10,0,0
Walking,1516392780,47.661535,-117.406208,553.136963,0.442326,20.293617,0,0,0,0,0,0,0,10,0,0
Walking,1516392790,47.661547,-117.406202,553.098145,0.981352,347.038124,0,0,0,0,0,0,0,10,0,0
Walking,1516392800,47.661559,-117.406206,553.010986,1.68629,345.814545,0,0,0,0,0,0,0,10,0,0
Walking,1516392810,47.66161,-117.406225,553.004456,2.117113,293.805232,0,12,27,0,0,0,4,6,0,30
Walking,1516392820,47.661615,-117.406243,553.117615,0.462535,286.266587,0,0,0,0,0,0,10,0,0,0
Walking,1516392830,47.661624,-117.406284,553.468201,1.950868,167.636753,0,0,0,0,0,0,10,0,0,0
Walking,1516392840,47.661589,-117.406273,553.51123,0.365034,183.944726,0,0,0,0,0,0,10,0,0,0
Walking,1516392850,47.661581,-117.406274,553.514954,0.571328,188.116469,0,0,0,0,0,0,10,0,0,0
Walking,1516392860,47.661572,-117.406276,553.490601,0.291637,345.222606,0,0,0,0,0,0,10,0,0,0
Walking,1516392870,47.661599,-117.406286,553.442871,1.139619,17.596849,0,0,0,0,0,0,10,0,0,0
Walking,1516392880,47.661631,-117.406271,553.350098,0.668634,325.977328,0,0,0,0,0,0,10,0,0,0
Walking,1516392890,47.661637,-117.406277,553.334106,0.081326,352.857524,0,0,0,0,0,0,10,0,0,0
Walking,1516392900,47.66164,-117.406277,553.317871,0.376162,163.131355,0,10,33,0,0,0,5,5,0,35
Walking,1516392910,47.66163,-117.406273,553.322998,0.659935,190.317386,0,0,0,0,0,0,0,10,0,0
Walking,1516392920,47.661565,-117.406291,553.325928,1.419868,172.86772,4,127,99,0,0,0,4,6,0,162
Walking,1516392930,47.661512,-117.406281,553.122803,0.582757,118.810731,0,41,57,0,0,0,4,6,0,71
Walking,1516392940,47.661507,-117.406267,553.132996,0.518974,191.525907,0,24,11,0,0,0,9,1,0,27
Walking,1516392950,47.661497,-117.406271,553.071167,0.3303,335.183106,0,0,0,0,0,0,10,0,0,0
Walking,1516392960,47.661572,-117.406322,552.514893,2.297319,4.898635,0,0,0,0,0,0,10,0,0,0
Walking,1516392970,47.66163,-117.406315,552.941284,0.822317,353.825783,0,29,60,0,0,0,6,4,0,67
Walking,1516392980,47.661647,-117.406318,552.916626,0.848484,226.480925,0,51,88,0,0,0,3,7,0,102
Walking,1516392990,47.661637,-117.406334,553.164429,0.772573,129.938329,0,23,51,0,0,0,10,0,0,56
Walking,1516393000,47.661586,-117.406243,553.200867,0.699781,132.163039,43,243,248,3,0,0,5,5,0,350
Walking,1516393010,47.661574,-117.406224,553.097473,0.433959,199.353421,59,183,75,2,0,0,8,2,0,207
Walking,1516393020,47.661556,-117.406233,552.756836,0.568661,150.581729,14,41,19,1,0,0,9,1,0,48
Walking,1516393030,47.661534,-117.406215,552.826721,0.310352,30.771046,67,259,138,4,0,0,4,6,0,302
Walking,1516393040,47.661543,-117.406207,553.115723,0.977381,303.159889,6,42,53,0,0,0,8,2,0,68
Walking,1516393050,47.661567,-117.406263,554.184509,1.602459,322.146518,2,130,51,0,0,0,4,6,0,140
Walking,1516393060,47.661615,-117.406318,555.08728,2.989606,140.929486,0,110,62,0,0,0,5,5,0,127
Walking,1516393070,47.661588,-117.406286,556.249084,0.811839,30.708389,16,139,72,1,0,0,7,3,0,158
Walking,1516393080,47.661631,-117.406249,558.260986,1.453557,307.844734,4,99,5,0,0,0,10,0,0,100
Walking,1516393090,47.661657,-117.406298,558.806213,1.878091,270.150142,22,146,198,1,0,0,9,1,0,247
Walking,1516393100,47.661657,-117.406375,558.755249,1.358437,146.550334,0,0,26,0,0,0,10,0,0,26
Walking,1516393110,47.661598,-117.406317,558.960205,1.986255,128.355449,12,142,129,1,0,0,10,0,0,193
Walking,1516393120,47.661543,-117.406214,560.808044,0.890082,157.188343,109,173,222,3,0,0,10,0,0,302
Walking,1516393130,47.661516,-117.406197,561.277771,0.46333,120.794275,118,84,68,5,0,0,10,0,0,161
Walking,1516393140,47.661509,-117.406181,560.524536,1.192931,166.843758,87,280,252,5,0,0,10,0,0,387
Walking,1516393150,47.661504,-117.406179,560.693359,0.472531,354.44635,0,52,0,0,0,0,10,0,0,52
Walking,1516393160,47.661515,-117.406181,561.32489,1.569969,143.340816,4,64,39,1,0,0,10,0,0,76
Walking,1516393170,47.661491,-117.406154,561.435059,0.842508,269.684466,20,154,78,0,0,0,10,0,0,174
Walking,1516393180,47.66149,-117.406232,561.422546,0.63283,303.251479,22,101,154,2,0,0,10,0,0,186
Walking,1516393190,47.661498,-117.406248,561.233826,1.085524,142.635974,6,120,83,1,0,0,10,0,0,147
Walking,1516393200,47.661376,-117.406111,561.596619,1.494607,341.014842,75,241,148,3,0,0,10,0,0,293
Walking,1516393210,47.661447,-117.406147,561.526184,1.176951,346.664231,9,149,95,0,0,0,10,0,0,177
Walking,1516393220,47.661488,-117.406162,561.858887,1.11164,105.647535,0,46,44,0,0,0,10,0,0,64
Walking,1516393230,47.661477,-117.406103,561.528931,0.388156,128.011618,0,4,16,0,0,0,10,0,0,17
Walking,1516393240,47.661456,-117.406064,560.610535,0.178959,154.708974,0,0,0,0,0,0,10,0,0,0
Walking,1516393250,47.661372,-117.406005,561.096313,1.264633,317.510616,0,0,0,0,0,0,10,0,0,0
Walking,1516393260,47.661392,-117.406031,561.961121,0.324567,2.046072,0,50,65,0,0,0,10,0,0,83
Walking,1516393270,47.661412,-117.40603,562.146362,0.711434,319.621032,0,0,0,0,0,0,10,0,0,0
Walking,1516393280,47.66143,-117.406052,562.353333,1.32593,332.092985,21,166,145,2,0,0,10,0,0,222
Walking,1516393290,47.661527,-117.406129,563.028259,1.958186,294.951323,60,304,142,4,0,0,10,0,0,341
Walking,1516393300,47.661536,-117.406158,563.082825,1.254599,166.567002,10,146,134,1,0,0,10,0,0,199
Walking,1516393310,47.661411,-117.406114,562.69751,2.367405,134.567507,38,238,163,2,0,0,10,0,0,291
Walking,1516393320,47.661404,-117.406103,562.990479,0.931587,159.150787,59,273,191,4,0,0,10,0,0,339
Walking,1516393330,47.661401,-117.406101,563.232178,0.912888,44.686505,0,0,0,0,0,0,10,0,0,0
Walking,1516393340,47.661414,-117.406082,563.276306,0.54198,355.068102,1,39,46,0,0,0,10,0,0,61
Walking,1516393350,47.661449,-117.406086,563.295349,0.215218,172.152981,4,202,129,1,0,0,10,0,0,240
Walking,1516393360,47.661432,-117.406083,563.28241,0.970121,154.798675,0,0,0,0,0,0,10,0,0,0
Walking,1516393370,47.661381,-117.406047,563.082458,0.831667,299.877701,0,0,0,0,0,0,10,0,0,0
Walking,1516393380,47.661398,-117.40609,563.150757,1.585971,334.821859,0,18,17,0,0,0,10,0,0,25
Walking,1516393390,47.661441,-117.406121,562.690613,1.527408,14.82535,33,303,204,3,0,0,10,0,0,367
Walking,1516393400,47.661468,-117.40611,562.686707,0.399402,304.319528,0,64,56,0,0,0,10,0,0,86
Walking,1516393410,47.661488,-117.406155,562.281433,3.157018,328.928589,0,0,0,0,0,0,10,0,0,0
Walking,1516393420,47.661559,-117.406218,562.787964,4.130034,295.69076,2,110,66,1,0,0,10,0,0,129
Walking,1516393430,47.661574,-117.406265,563.461853,0.726577,163.24998,26,239,95,2,0,0,9,1,0,259
Walking,1516393440,47.661536,-117.406248,564.089417,1.748728,114.757096,9,134,97,0,0,0,10,0,0,166
Walking,1516393450,47.661525,-117.406212,564.365234,0.109409,301.049243,0,21,3,0,0,0,10,0,0,22
Walking,1516393460,47.66154,-117.406249,563.585388,0.737317,248.585902,102,190,116,5,0,0,10,0,0,245
Walking,1516393470,47.661536,-117.406267,562.315918,1.228116,90.583588,0,0,0,0,0,0,10,0,0,0
Walking,1516393480,47.661535,-117.406216,562.325684,0.515147,89.467351,0,0,8,0,0,0,10,0,0,8
Walking,1516393490,47.661536,-117.406162,562.405945,0.718059,132.466334,20,74,35,1,0,0,9,1,0,85
Walking,1516393500,47.661525,-117.406145,563.208618,0.407066,137.885626,8,55,105,0,0,0,6,4,0,119
Walking,1516393510,47.661487,-117.406094,563.867004,0.203003,289.507774,11,107,70,2,0,0,10,0,0,129
Walking,1516393520,47.661499,-117.406143,564.456726,0.320641,198.408799,0,0,0,0,0,0,10,0,0,0
Walking,1516393530,47.66149,-117.406148,564.411987,0.676525,226.167797,25,143,142,1,0,0,9,1,0,204
Walking,1516393540,47.661475,-117.406171,564.750671,1.193374,231.719193,66,176,101,3,0,0,5,5,0,214
Walking,1516393550,47.661459,-117.406202,564.538208,0.61519,307.744558,0,137,44,0,0,0,8,2,0,144
Walking,1516393560,47.66149,-117.406262,565.73938,0.824437,28.686809,22,250,151,1,0,0,8,2,0,293
Walking,1516393570,47.661494,-117.406258,565.837341,0.801459,158.904365,14,189,66,1,0,0,8,2,0,201
Walking,1516393580,47.661479,-117.40625,565.611816,1.025857,290.53663,3,110,52,0,0,0,10,0,0,122
Walking,1516393590,47.661498,-117.406322,566.056152,0.381885,36.514594,20,156,111,2,0,0,10,0,0,193
Walking,1516393600,47.661524,-117.406292,565.697083,0.149624,358.427751,28,147,112,2,0,0,8,2,0,187
Walking,1516393610,47.661581,-117.406294,566.137329,1.692202,101.812733,0,0,0,0,0,0,10,0,0,0
Walking,1516393620,47.661573,-117.406244,565.871948,0.571931,271.27374,6,150,69,0,0,0,10,0,0,166
Walking,1516393630,47.661574,-117.406268,565.867004,0.85193,158.621742,10,91,74,0,0,0,10,0,0,118
Walking,1516393640,47.661533,-117.406244,565.920288,0.375883,72.584709,11,92,61,0,0,0,10,0,0,111
Walking,1516393650,47.661542,-117.4062,565.792236,1.002186,93.878633,33,274,97,2,0,0,10,0,0,293
Walking,1516393660,47.661541,-117.406175,565.113403,0.230772,103.129712,0,58,24,0,0,0,10,0,0,63
Walking,1516393670,47.661538,-117.406159,565.154175,0.383286,171.497828,5,82,113,1,0,0,10,0,0,140
Walking,1516393680,47.661529,-117.406157,565.135315,0.729772,195.544701,5,16,47,0,0,0,7,3,0,50
Walking,1516393690,47.661494,-117.406172,564.211243,0.671523,154.501026,10,62,62,1,0,0,9,1,0,89
Walking,1516393700,47.661476,-117.40616,563.821533,0.799749,116.508665,5,57,108,0,0,0,10,0,0,123
Walking,1516393710,47.661467,-117.406134,563.74353,1.241004,185.792932,41,348,99,1,0,0,10,0,0,365
Walking,1516393720,47.661429,-117.40614,563.137085,0.493863,320.157603,3,95,123,1,0,0,9,1,0,156
Walking,1516393730,47.661443,-117.406158,563.045105,0.630807,321.313464,0,49,25,0,0,0,10,0,0,56
Walking,1516393740,47.661469,-117.406189,563.363281,1.440809,182.753777,9,113,90,0,0,0,10,0,0,145
Walking,1516393750,47.661445,-117.406191,563.471313,0.386898,149.339497,5,68,0,1,0,0,10,0,0,69
Walking,1516393760,47.661438,-117.406185,563.480042,1.001335,75.553875,53,219,249,3,0,0,9,1,0,336
Walking,1516393770,47.661444,-117.406152,563.717224,0.115454,136.51254,11,169,33,1,0,0,10,0,0,173
Walking,1516393780,47.661406,-117.406099,563.69342,2.406569,343.91716,1,29,39,0,0,0,10,0,0,49
Walking,1516393790,47.66147,-117.406126,563.920776,1.375811,342.887657,0,0,0,0,0,0,10,0,0,0
Walking,1516393800,47.661584,-117.406178,565.416687,1.605545,286.238782,0,0,0,0,0,0,10,0,0,0
Walking,1516393810,47.66159,-117.406209,566.908752,1.020171,141.115471,0,0,0,0,0,0,10,0,0,0
Walking,1516393820,47.661582,-117.406199,567.185425,0.259366,229.82744,0,0,0,0,0,0,10,0,0,0
Walking,1516393830,47.661576,-117.406209,567.255981,1.56586,158.269478,0,0,0,0,0,0,10,0,0,0
Walking,1516393840,47.661539,-117.406187,566.825745,0.708935,133.613917,0,0,0,0,0,0,10,0,0,0
Walking,1516393850,47.661529,-117.406173,566.831299,0.068537,326.961013,0,0,0,0,0,0,10,0,0,0
Walking,1516393860,47.661541,-117.406184,566.854858,0.456076,84.601156,23,175,97,2,0,0,10,0,0,202
Walking,1516393870,47.661543,-117.406152,566.874756,1.499007,93.51682,6,76,51,0,0,0,10,0,0,92
Walking,1516393880,47.66154,-117.406068,567.009583,2.212871,118.946422,6,74,29,0,0,0,9,1,0,80
Walking,1516393890,47.66151,-117.405989,566.84436,0.592078,182.169623,4,142,108,1,0,0,10,0,0,179
Walking,1516393900,47.661469,-117.405992,566.823853,0.610756,126.357563,17,145,19,1,0,0,10,0,0,148
Walking,1516393910,47.661447,-117.405947,566.825134,1.993261,309.477991,37,285,111,3,0,0,10,0,0,309
Walking,1516393920,47.661503,-117.406049,567.285767,1.875693,263.969902,8,181,89,0,0,0,10,0,0,202
Walking,1516393930,47.661498,-117.406117,567.196899,0.430531,338.177356,0,0,0,0,0,0,10,0,0,0
Walking,1516393940,47.661516,-117.406128,566.921631,1.691657,110.154983,0,13,38,0,0,0,9,1,0,41
Walking,1516393950,47.661509,-117.406098,564.885193,0.761232,141.072018,0,13,0,0,0,0,9,1,0,13
Walking,1516393960,47.661492,-117.406078,564.37439,1.220113,248.098046,20,257,129,0,0,0,9,1,0,289
Walking,1516393970,47.661474,-117.406145,563.467224,1.390377,114.208167,0,59,11,0,0,0,10,0,0,61
Walking,1516393980,47.661471,-117.406133,563.273499,1.366882,311.184414,10,208,72,1,0,0,10,0,0,221
Walking,1516393990,47.661506,-117.406193,563.546143,0.434444,247.207091,3,115,65,0,0,0,10,0,0,133
Walking,1516394000,47.661491,-117.406245,563.369446,1.850405,235.146394,0,8,0,0,0,0,10,0,0,8
