Predicted Avtivity,UnixTime,LATITUDE,LONGITUDE,ALTITUDE,SPEED,HEADING,axis1,axis2,axis3,steps,lux,inclineOff,inclineStanding,inclineSitting,inclineLying,vm
Standing,1516470670,47.622605,-117.379594,705.778625,0.03172,118.15499,0,0,0,0,0,0,0,10,0,0
Standing,1516470680,47.622604,-117.379593,705.687927,0.031176,76.442486,0,11,0,0,0,0,0,10,0,11
Standing,1516470690,47.622605,-117.379593,705.616943,0.071755,84.878707,0,0,0,0,0,0,0,10,0,0
Standing,1516470700,47.622605,-117.379592,705.580688,0.037895,115.183018,0,0,0,0,0,0,0,10,0,0
Standing,1516470710,47.622604,-117.379591,705.528198,0.072692,87.55271,0,6,0,0,0,0,0,10,0,6
Standing,1516470720,47.622604,-117.37959,705.469299,0.030779,117.976708,141,276,199,4,0,0,10,0,0,369
Standing,1516470730,47.622604,-117.379589,705.424866,0.141889,43.282375,71,384,322,5,0,0,10,0,0,507
Standing,1516470740,47.622625,-117.37956,704.878784,1.294779,89.056803,25,175,122,1,0,0,10,0,0,215
Standing,1516470750,47.622625,-117.379525,704.822083,0.227467,82.89149,3,5,0,1,0,0,10,0,0,6
Standing,1516470760,47.622625,-117.37952,704.90979,0.59662,314.872036,194,289,375,4,0,0,10,0,0,512
Standing,1516470770,47.622632,-117.37953,704.585999,1.049485,239.592606,238,157,330,3,0,0,10,0,0,437
Standing,1516470780,47.622627,-117.379544,705.136719,0.050565,187.620765,0,0,0,0,0,0,10,0,0,0
Standing,1516470790,47.622618,-117.379546,705.568054,0.102946,249.062325,0,0,0,0,0,0,10,0,0,0
Standing,1516470800,47.622617,-117.379547,705.674194,0.029266,135.597479,0,0,0,0,0,0,10,0,0,0
Standing,1516470810,47.622617,-117.379546,705.656738,0.02156,137.095276,30,126,32,2,0,0,10,0,0,134
Standing,1516470820,47.622616,-117.379546,705.660645,0.034437,287.248242,253,401,189,9,0,0,10,0,0,511
Standing,1516470830,47.622619,-117.379556,704.807068,0.666488,274.152522,246,251,169,8,0,0,10,0,0,390
Standing,1516470840,47.622619,-117.379564,704.545227,0.451541,240.487911,74,128,75,3,0,0,10,0,0,166
Standing,1516470850,47.622618,-117.379565,704.229004,0.715858,27.007837,144,248,95,5,0,0,10,0,0,303
Standing,1516470860,47.62263,-117.379557,701.732361,0.041821,127.332253,0,0,0,0,0,0,0,10,0,0
Standing,1516470870,47.62263,-117.379557,701.565979,0.039503,334.882378,0,0,0,0,0,0,0,10,0,0
Standing,1516470880,47.62263,-117.379557,701.562622,0.098049,348.253002,0,0,0,0,0,0,0,10,0,0
Standing,1516470890,47.622631,-117.379557,701.583191,0.022919,341.138996,0,0,0,0,0,0,0,10,0,0
Standing,1516470900,47.622631,-117.379557,701.548889,0.016298,325.369884,0,0,0,0,0,0,0,10,0,0
Standing,1516470910,47.622631,-117.379558,701.520264,0.011007,197.341404,0,0,0,0,0,0,0,10,0,0
Standing,1516470920,47.622631,-117.379558,701.510254,0.074449,251.340337,0,17,1,0,0,0,0,10,0,18
Standing,1516470930,47.62263,-117.379558,701.531189,0.079261,90.549044,0,28,0,0,0,0,0,10,0,28
Standing,1516470940,47.62263,-117.379558,701.549011,0.020297,143.354518,0,0,0,0,0,0,0,10,0,0
Standing,1516470950,47.62263,-117.379557,701.548706,0.025193,102.555326,0,0,0,0,0,0,0,10,0,0
Standing,1516470960,47.62263,-117.379557,701.559753,0.01914,104.941399,15,13,0,0,0,0,0,10,0,20
Standing,1516470970,47.62263,-117.379557,701.540894,0.026257,146.819845,166,255,108,4,0,0,10,0,0,323
Standing,1516470980,47.62263,-117.379556,701.520569,0.299957,114.818419,11,27,10,0,0,0,10,0,0,31
Standing,1516470990,47.622628,-117.379551,701.524414,0.184914,145.737687,0,67,34,0,0,0,4,6,0,76
Standing,1516471000,47.622628,-117.379551,701.478821,0.045686,219.829587,0,61,28,0,0,0,9,1,0,68
Standing,1516471010,47.622628,-117.379551,701.406677,0.099591,100.595698,0,100,29,0,0,0,10,0,0,105
Standing,1516471020,47.622628,-117.379551,701.373291,0.192216,65.649748,0,45,0,0,0,0,10,0,0,45
Standing,1516471030,47.622628,-117.37955,701.437927,0.06032,149.74387,3,68,56,1,0,0,10,0,0,89
Standing,1516471040,47.622628,-117.37955,701.434631,0.048286,318.194072,98,192,226,5,0,0,10,0,0,313
Standing,1516471050,47.622641,-117.379568,700.775818,2.948249,177.907008,299,531,309,11,0,0,10,0,0,684
Standing,1516471060,47.622605,-117.379566,700.067322,1.926022,137.227802,44,107,86,2,0,0,10,0,0,145
Standing,1516471070,47.622603,-117.379563,699.747925,0.329278,93.999866,3,22,32,0,0,0,10,0,0,39
Standing,1516471080,47.622603,-117.37956,699.695007,0.104869,175.503788,153,135,118,8,0,0,10,0,0,236
Standing,1516471090,47.622603,-117.37956,699.671631,1.826865,15.037192,92,92,36,5,0,0,10,0,0,135
Standing,1516471100,47.622621,-117.379553,700.093689,0.036596,175.398546,0,0,0,0,0,0,10,0,0,0
Standing,1516471110,47.622621,-117.379553,700.115967,0.040057,225.672338,0,25,0,0,0,0,10,0,0,25
Standing,1516471120,47.62262,-117.379553,700.115051,0.03992,173.465127,80,115,93,6,0,0,10,0,0,169
Standing,1516471130,47.622597,-117.379549,699.764038,1.215198,164.642191,33,146,102,2,0,0,9,1,0,182
Standing,1516471140,47.62257,-117.379538,698.668823,1.111612,164.206848,16,81,122,0,0,0,10,0,0,148
Standing,1516471150,47.622565,-117.379536,698.13446,2.302785,270.271104,110,194,255,6,0,0,10,0,0,339
Standing,1516471160,47.622565,-117.37958,700.820618,1.642134,355.895009,85,188,78,6,0,0,10,0,0,221
Standing,1516471170,47.622619,-117.379586,702.091492,0.700088,197.505438,326,314,254,8,0,0,10,0,0,520
Standing,1516471180,47.622556,-117.379615,702.586243,0.729116,208.98844,236,753,361,7,0,0,10,0,0,868
Standing,1516471190,47.622519,-117.379646,702.699341,1.480546,331.923026,120,177,167,5,0,0,10,0,0,272
Standing,1516471200,47.622565,-117.379682,701.840454,0.693148,246.258598,218,453,279,5,0,0,10,0,0,575
Walking,1516471210,47.622559,-117.379704,701.536621,0.3726,306.026072,0,0,19,0,0,0,4,6,0,19
Walking,1516471220,47.622564,-117.379714,701.513367,0.268841,36.732482,0,0,0,0,0,0,10,0,0,0
Walking,1516471230,47.622565,-117.379713,701.517273,0.085647,33.436483,0,0,0,0,0,0,10,0,0,0
Walking,1516471240,47.622566,-117.379712,701.520081,0.067879,9.143987,0,2,0,0,0,0,10,0,0,2
Walking,1516471250,47.622566,-117.379712,701.507141,0.03648,9.607801,0,0,0,0,0,0,10,0,0,0
Walking,1516471260,47.622566,-117.379712,701.462646,0.055003,353.732034,0,0,0,0,0,0,10,0,0,0
Walking,1516471270,47.622567,-117.379712,701.439941,0.043098,318.254935,0,0,0,0,0,0,10,0,0,0
Walking,1516471280,47.622567,-117.379712,701.398315,0.015333,156.613486,0,0,0,0,0,0,10,0,0,0
Walking,1516471290,47.622567,-117.379712,701.365417,0.060625,51.594374,0,0,0,0,0,0,10,0,0,0
Walking,1516471300,47.622567,-117.379712,701.320984,0.295384,124.861685,100,50,227,2,0,0,10,0,0,254
Walking,1516471310,47.622567,-117.379712,701.25647,0.020974,336.195675,135,55,243,2,0,0,10,0,0,284
Walking,1516471320,47.622571,-117.379715,701.447815,0.041753,85.384694,27,135,292,2,0,0,7,3,0,323
Walking,1516471330,47.622572,-117.379708,701.327148,0.450402,153.746236,0,19,0,0,0,0,10,0,0,19
Walking,1516471340,47.62257,-117.379707,701.262451,0.014746,101.871335,0,0,0,0,0,0,10,0,0,0
Walking,1516471350,47.62257,-117.379706,701.249512,0.068334,140.928854,0,0,0,0,0,0,10,0,0,0
Walking,1516471360,47.622569,-117.379705,701.247009,0.011059,242.816849,0,0,0,0,0,0,10,0,0,0
Walking,1516471370,47.622569,-117.379706,701.261719,0.037153,153.136653,352,361,514,3,0,0,10,0,0,721
Standing,1516471380,47.622568,-117.379705,701.217102,0.028696,100.323585,444,542,286,3,0,0,10,0,0,757
Walking,1516471390,47.622568,-117.379705,701.214966,0.010405,38.937368,117,109,200,2,0,0,10,0,0,257
Walking,1516471400,47.622569,-117.379705,701.202393,0.273169,181.907753,194,116,217,4,0,0,10,0,0,314
Walking,1516471410,47.622568,-117.379705,701.183167,0.064049,213.580611,106,130,297,1,0,0,10,0,0,342
Standing,1516471420,47.622567,-117.379706,701.189697,0.039302,181.594226,783,624,490,2,0,0,10,0,0,1115
Walking,1516471430,47.622553,-117.379706,701.184082,0.154107,166.340986,0,0,0,0,0,10,0,0,0,0
Walking,1516471440,47.622552,-117.379706,701.052124,0.216489,89.369934,0,0,0,0,0,10,0,0,0,0
Walking,1516471450,47.622552,-117.379706,701.108826,0.102413,195.882847,0,0,0,0,0,10,0,0,0,0
Walking,1516471460,47.622551,-117.379706,701.115906,0.111287,161.781355,0,0,0,0,0,10,0,0,0,0
Walking,1516471470,47.622551,-117.379706,701.118286,0.108345,102.271694,0,0,0,0,0,10,0,0,0,0
Walking,1516471480,47.622551,-117.379705,701.149475,0.026794,131.152776,0,0,0,0,0,10,0,0,0,0
Walking,1516471490,47.62255,-117.379704,701.179626,0.106643,149.444503,0,0,0,0,0,10,0,0,0,0
Walking,1516471500,47.62255,-117.379703,701.215515,0.094851,111.70511,0,0,0,0,0,10,0,0,0,0
Walking,1516471510,47.622549,-117.379702,701.224426,0.070303,181.945982,153,300,315,3,0,0,10,0,0,462
Walking,1516471520,47.622542,-117.379703,701.531372,1.396753,44.806135,42,99,57,2,0,0,0,0,10,122
Walking,1516471530,47.62255,-117.379691,700.107422,0.635076,164.00265,35,399,358,0,0,1,0,0,9,538
Walking,1516471540,47.622523,-117.379679,699.474304,0.345329,343.990297,0,0,0,0,0,0,0,0,10,0
Walking,1516471550,47.62253,-117.379683,699.686035,0.711958,358.596727,0,0,0,0,0,0,0,0,10,0
Walking,1516471560,47.622536,-117.379683,700.132324,0.292979,357.800088,0,0,0,0,0,0,0,0,10,0
Walking,1516471570,47.622541,-117.379683,700.187378,0.007843,335.89779,0,0,0,0,0,0,0,0,10,0
Walking,1516471580,47.622542,-117.379684,700.228821,0.071645,199.344667,0,0,0,0,0,0,0,0,10,0
Walking,1516471590,47.622541,-117.379684,700.339233,0.019021,198.70193,0,0,0,0,0,0,0,0,10,0
Walking,1516471600,47.62254,-117.379685,700.44928,0.116993,200.938358,0,0,0,0,0,0,0,0,10,0
Walking,1516471610,47.622538,-117.379686,700.513794,0.021636,191.55661,374,305,985,3,0,0,10,0,0,1097
Walking,1516471620,47.622527,-117.379689,700.821472,0.039912,304.452039,2,47,45,0,0,0,10,0,0,66
Walking,1516471630,47.622528,-117.379691,701.104248,0.033824,307.976549,14,140,141,1,0,0,10,0,0,200
Walking,1516471640,47.622528,-117.379691,701.088928,0.034612,52.75424,389,217,210,10,0,0,10,0,0,493
Walking,1516471650,47.622552,-117.379644,700.621582,1.611901,111.64792,160,215,43,10,0,0,10,0,0,272
Walking,1516471660,47.622523,-117.379535,701.315002,0.492877,168.458392,19,63,92,1,91,0,10,0,0,114
Walking,1516471670,47.622522,-117.379535,701.689697,0.442029,190.23484,95,256,130,7,0,0,10,0,0,303
Walking,1516471680,47.622495,-117.379542,701.85968,1.206445,3.294291,11,63,57,1,0,0,10,0,0,86
Walking,1516471690,47.622505,-117.379541,701.941528,0.416425,194.561774,20,201,81,2,0,0,10,0,0,218
Walking,1516471700,47.622497,-117.379544,702.019897,0.151493,33.935578,6,76,42,0,0,0,8,2,0,88
Walking,1516471710,47.622499,-117.379542,702.069092,0.060651,342.023375,0,0,0,0,0,0,10,0,0,0
Walking,1516471720,47.622499,-117.379543,702.033325,0.024969,352.491825,42,103,49,3,0,0,10,0,0,122
Walking,1516471730,47.622526,-117.379548,701.638,1.544869,180.209155,48,254,146,3,0,0,10,0,0,297
Walking,1516471740,47.622509,-117.379548,703.023254,0.804761,96.717947,0,6,0,0,88,0,10,0,0,6
Walking,1516471750,47.622508,-117.379536,703.383606,0.704023,201.414996,41,157,69,3,70,0,10,0,0,177
Walking,1516471760,47.62249,-117.379547,703.151184,0.612915,51.450042,0,0,0,0,0,0,10,0,0,0
Walking,1516471770,47.622491,-117.379545,703.115601,0.074893,23.184372,0,0,0,0,0,0,10,0,0,0
Walking,1516471780,47.622491,-117.379544,703.051392,0.072309,75.339773,0,0,0,0,0,0,10,0,0,0
Walking,1516471790,47.622492,-117.379543,703.059082,0.056628,23.120463,0,0,0,0,0,0,10,0,0,0
Walking,1516471800,47.622493,-117.379543,703.055542,0.078701,2.502682,0,0,0,0,0,0,10,0,0,0
Walking,1516471810,47.622494,-117.379543,703.06012,0.047391,21.250594,0,0,0,0,0,0,10,0,0,0
Walking,1516471820,47.622494,-117.379542,703.062561,0.008767,17.857964,0,0,0,0,0,0,10,0,0,0
Walking,1516471830,47.622495,-117.379542,703.050964,0.028277,345.962293,0,32,19,0,0,0,10,0,0,38
Walking,1516471840,47.622495,-117.379542,703.052551,0.032609,282.648535,0,0,0,0,0,0,10,0,0,0
Walking,1516471850,47.622495,-117.379543,703.025391,0.040685,15.121955,0,66,13,0,0,0,10,0,0,68
Walking,1516471860,47.622497,-117.379542,703.002258,0.016652,288.475753,0,0,0,0,0,0,10,0,0,0
Walking,1516471870,47.622497,-117.379542,702.961487,0.006477,330.292269,0,0,0,0,0,0,10,0,0,0
Walking,1516471880,47.622498,-117.379543,702.900085,0.113472,37.84865,0,0,0,0,0,0,10,0,0,0
Walking,1516471890,47.622499,-117.379543,702.841187,0.117597,12.782379,0,0,0,0,0,0,10,0,0,0
Walking,1516471900,47.622499,-117.379542,702.81781,0.02258,39.761136,0,0,0,0,0,0,10,0,0,0
Walking,1516471910,47.6225,-117.379541,702.738892,0.017443,12.873583,0,0,0,0,0,0,10,0,0,0
Walking,1516471920,47.622501,-117.379541,702.709412,0.174094,8.826025,0,0,0,0,0,0,10,0,0,0
Walking,1516471930,47.622501,-117.379541,702.66156,0.011032,14.670606,0,0,0,0,0,0,10,0,0,0
Walking,1516471940,47.622502,-117.379541,702.606323,0.075804,13.859762,0,0,0,0,0,0,10,0,0,0
Walking,1516471950,47.622503,-117.37954,702.565491,0.085496,7.173285,9,70,61,0,0,0,10,0,0,94
Walking,1516471960,47.622504,-117.37954,702.530945,0.181298,64.228702,9,40,19,0,0,0,10,0,0,46
Walking,1516471970,47.622504,-117.379539,702.471252,0.066405,313.365962,0,0,0,0,0,0,10,0,0,0
Walking,1516471980,47.622504,-117.37954,702.429565,0.08035,311.781366,11,107,35,0,0,0,10,0,0,114
Walking,1516471990,47.622515,-117.379557,702.717712,0.379891,216.244594,0,0,0,0,0,0,10,0,0,0
Walking,1516472000,47.62251,-117.379563,702.277893,0.364177,239.359101,0,0,0,0,0,0,10,0,0,0
Walking,1516472010,47.62251,-117.379563,702.270508,0.099225,247.368027,0,0,0,0,0,0,10,0,0,0
Walking,1516472020,47.62251,-117.379563,702.221436,0.039994,274.675333,8,129,122,0,0,0,10,0,0,178
Walking,1516472030,47.622511,-117.37958,701.786377,0.187107,159.145546,6,85,183,1,0,0,10,0,0,202
Walking,1516472040,47.622498,-117.379573,702.091858,0.437,29.955269,133,301,86,7,0,0,10,0,0,341
Walking,1516472050,47.622548,-117.379531,701.851868,2.004518,301.772413,140,259,90,7,28,0,10,0,0,308
Walking,1516472060,47.622568,-117.379578,700.879272,1.024205,267.316747,0,0,22,0,0,0,10,0,0,22
Walking,1516472070,47.622567,-117.379594,700.644409,0.16269,95.005998,1,55,39,0,0,0,10,0,0,68
Walking,1516472080,47.622566,-117.379581,700.776123,0.120544,31.262975,196,187,163,8,0,0,10,0,0,317
Walking,1516472090,47.62259,-117.37956,700.159119,0.041882,162.086206,233,225,169,12,0,0,10,0,0,366
Walking,1516472100,47.622557,-117.379544,699.844482,1.439844,307.474938,7,45,26,1,26,0,10,0,0,53
Walking,1516472110,47.622565,-117.379559,700.660828,0.068863,40.364714,0,1,0,0,41,0,10,0,0,1
Walking,1516472120,47.622565,-117.379559,700.638916,0.033527,300.722465,339,436,172,14,0,0,10,0,0,579
Walking,1516472130,47.622573,-117.379578,700.241089,2.340159,137.921131,0,30,0,0,31,0,0,10,0,30
Walking,1516472140,47.622569,-117.379573,700.130615,0.127181,186.759132,0,0,0,0,26,0,0,10,0,0
Walking,1516472150,47.622568,-117.379573,700.156433,0.007534,174.507369,0,0,0,0,26,0,0,10,0,0
Walking,1516472160,47.622567,-117.379573,700.170837,0.022635,107.323839,0,0,0,0,26,0,0,10,0,0
Walking,1516472170,47.622567,-117.379572,700.175964,0.028705,105.495416,0,0,0,0,26,0,0,10,0,0
Walking,1516472180,47.622567,-117.379572,700.191895,0.02831,140.09779,0,0,0,0,26,0,0,10,0,0
Walking,1516472190,47.622567,-117.379571,700.220276,0.028498,149.552665,0,0,0,0,28,0,0,10,0,0
Walking,1516472200,47.622566,-117.379571,700.247559,0.0117,176.633951,0,0,0,0,29,0,0,10,0,0
Walking,1516472210,47.622566,-117.379571,700.274597,0.068372,204.965605,0,0,0,0,29,0,0,10,0,0
Walking,1516472220,47.622565,-117.379572,700.294556,0.04999,183.429724,0,0,0,0,24,0,0,10,0,0
Walking,1516472230,47.622564,-117.379572,700.315308,0.027636,75.894508,5,47,0,0,0,0,0,10,0,48
Walking,1516472240,47.622565,-117.379571,700.312805,0.042297,81.180311,0,0,0,0,0,0,0,10,0,0
Walking,1516472250,47.622565,-117.379571,700.291077,0.017074,47.333793,0,0,0,0,0,0,0,10,0,0
Walking,1516472260,47.622565,-117.37957,700.263794,0.032118,323.903776,0,0,0,0,0,0,0,10,0,0
Walking,1516472270,47.622565,-117.37957,700.304016,0.017587,225.397919,0,0,0,0,0,0,0,10,0,0
Walking,1516472280,47.622565,-117.379571,700.326782,0.016061,250.521086,0,2,2,0,0,0,0,10,0,3
Walking,1516472290,47.622564,-117.379572,700.391479,0.038109,247.70275,279,382,145,11,0,0,10,0,0,495
Walking,1516472300,47.622561,-117.379583,700.712097,0.960269,239.802327,11,38,3,1,0,0,10,0,0,40
Walking,1516472310,47.622556,-117.379597,700.909485,0.151473,11.545997,226,226,47,10,0,0,10,0,0,324
Walking,1516472320,47.622589,-117.379587,701.104492,2.679606,251.7109,111,301,111,2,0,0,10,0,0,340
Walking,1516472330,47.62258,-117.379626,701.385925,0.159284,204.294974,0,0,0,0,0,0,0,10,0,0
Walking,1516472340,47.62258,-117.379627,701.511047,0.006571,75.213072,0,0,0,0,0,0,0,10,0,0
Walking,1516472350,47.62258,-117.379626,701.497192,0.007289,133.538873,0,0,0,0,0,0,0,10,0,0
Walking,1516472360,47.62258,-117.379626,701.450806,0.018763,139.04585,0,0,0,0,0,0,0,10,0,0
Walking,1516472370,47.622579,-117.379625,701.442688,0.01281,147.086835,0,0,0,0,0,0,0,10,0,0
Walking,1516472380,47.622579,-117.379625,701.439392,0.055438,137.388685,0,0,3,0,0,0,0,10,0,3
Walking,1516472390,47.622578,-117.379624,701.386658,0.035591,103.590059,0,0,0,0,0,0,0,10,0,0
Walking,1516472400,47.622578,-117.379623,701.337585,0.048587,124.09877,0,0,0,0,0,0,0,10,0,0
Walking,1516472410,47.622578,-117.379622,701.270325,0.043855,113.37875,0,0,0,0,0,0,0,10,0,0
Walking,1516472420,47.622577,-117.379621,701.211975,0.038713,118.280686,0,0,0,0,0,0,0,10,0,0
Walking,1516472430,47.622577,-117.37962,701.14856,0.056932,128.184634,0,0,0,0,0,0,0,10,0,0
Walking,1516472440,47.622577,-117.37962,701.09967,0.042248,115.207457,0,0,0,0,0,0,0,10,0,0
Walking,1516472450,47.622576,-117.379619,701.075378,0.020889,99.097071,0,0,0,0,0,0,0,10,0,0
Walking,1516472460,47.622576,-117.379618,701.058289,0.025084,161.668598,112,209,87,5,0,0,10,0,0,253
Walking,1516472470,47.622573,-117.379617,700.985229,1.329078,356.899604,95,345,158,7,0,0,10,0,0,392
Walking,1516472480,47.622583,-117.379617,700.488708,0.385192,253.9306,396,491,356,6,0,0,10,0,0,725
Walking,1516472490,47.622578,-117.379645,700.427246,1.078953,203.725733,47,142,139,3,0,0,9,1,0,205
Walking,1516472500,47.622554,-117.37966,700.535156,0.997073,200.840054,268,353,112,13,0,0,10,0,0,458
Walking,1516472510,47.622532,-117.379672,700.773804,1.795603,55.213337,311,284,145,14,0,0,10,0,0,446
Walking,1516472520,47.622579,-117.379573,700.787048,1.897257,343.600414,59,222,110,1,0,0,2,8,0,255
Walking,1516472530,47.622593,-117.37958,700.916443,0.103368,42.677194,49,188,94,2,0,0,3,7,0,216
Walking,1516472540,47.622593,-117.37958,700.894958,0.10306,48.099242,0,0,0,0,36,0,10,0,0,0
Walking,1516472550,47.622593,-117.379579,700.909485,0.05152,80.55764,0,0,0,0,38,0,10,0,0,0
Walking,1516472560,47.622594,-117.379579,700.910767,0.017378,3.742652,0,17,0,0,38,0,10,0,0,17
Walking,1516472570,47.622594,-117.379579,700.867004,0.044069,61.102886,0,24,6,0,33,0,10,0,0,25
Walking,1516472580,47.622594,-117.379579,700.878967,0.006894,354.29433,0,8,41,0,40,0,10,0,0,42
Walking,1516472590,47.622594,-117.379579,700.881714,0.157114,221.113294,197,341,292,7,0,0,10,0,0,491
Walking,1516472600,47.622594,-117.379579,700.881714,0.234686,219.487393,269,416,325,8,0,0,10,0,0,593
Walking,1516472610,47.622554,-117.379627,700.562805,1.516906,284.292182,368,308,343,8,0,0,10,0,0,590
Walking,1516472620,47.622565,-117.379689,700.032532,0.788926,347.018697,47,203,114,4,0,0,10,0,0,238
Walking,1516472630,47.622584,-117.379696,699.15509,0.069072,197.608529,126,218,205,5,0,0,10,0,0,325
Walking,1516472640,47.622556,-117.379709,699.278381,1.341672,214.386058,162,213,186,7,0,0,10,0,0,326
Walking,1516472650,47.622525,-117.379741,699.643127,3.558369,86.815085,367,328,148,14,0,0,10,0,0,514
Walking,1516472660,47.622526,-117.37969,699.47699,0.864493,111.162834,260,205,81,13,0,0,10,0,0,341
Walking,1516472670,47.622507,-117.379614,699.435486,2.17391,3.052221,235,322,163,13,0,0,10,0,0,431
Walking,1516472680,47.62257,-117.379609,697.004639,1.930185,225.901756,459,545,427,11,0,0,10,0,0,831
Walking,1516472690,47.622533,-117.379666,696.194946,0.772875,280.224914,39,93,159,1,0,0,10,0,0,189
Walking,1516472700,47.622534,-117.379676,696.284912,1.342161,45.753603,348,333,145,15,0,0,10,0,0,504
Walking,1516472710,47.622583,-117.379602,696.705627,2.257384,38.353343,121,312,45,1,0,0,10,0,0,338
Walking,1516472720,47.622594,-117.379588,697.066895,0.015591,28.308026,0,0,0,0,0,0,0,10,0,0
Walking,1516472730,47.622595,-117.379588,697.021729,0.039053,90.771164,0,0,0,0,0,0,0,10,0,0
Walking,1516472740,47.622595,-117.379587,697.042542,0.019319,41.045299,0,0,0,0,0,0,0,10,0,0
Walking,1516472750,47.622595,-117.379587,697.041504,0.019414,16.442005,0,0,0,0,0,0,0,10,0,0
Walking,1516472760,47.622595,-117.379587,697.035767,0.016949,13.383761,0,0,0,0,0,0,0,10,0,0
Walking,1516472770,47.622596,-117.379587,697.042175,0.032841,37.145357,0,0,0,0,0,0,0,10,0,0
Walking,1516472780,47.622596,-117.379586,697.062317,0.008523,26.744691,0,0,0,0,0,0,0,10,0,0
Walking,1516472790,47.622597,-117.379586,697.072815,0.041076,24.9839,0,0,0,0,0,0,0,10,0,0
Walking,1516472800,47.622598,-117.379585,697.099731,0.073027,72.957515,25,23,35,1,0,0,3,7,0,49
Walking,1516472810,47.622598,-117.379584,697.128052,0.044443,142.358458,0,21,45,0,0,0,4,6,0,50
Walking,1516472820,47.622598,-117.379584,697.107178,0.012293,91.063725,0,0,0,0,0,0,0,10,0,0
Walking,1516472830,47.622598,-117.379583,697.127747,0.015332,95.744793,0,0,0,0,0,0,0,10,0,0
Walking,1516472840,47.622598,-117.379582,697.130371,0.033194,192.563927,0,0,0,0,0,0,0,10,0,0
Walking,1516472850,47.622598,-117.379582,697.136047,0.028993,127.752794,0,0,0,0,0,0,0,10,0,0
Walking,1516472860,47.622597,-117.379581,697.14917,0.049351,89.875411,0,0,5,0,0,0,1,9,0,5
Walking,1516472870,47.622597,-117.379581,697.199585,0.018196,89.098522,0,0,0,0,0,0,0,10,0,0
Walking,1516472880,47.622597,-117.37958,697.218933,0.019617,113.126306,0,0,0,0,0,0,0,10,0,0
Walking,1516472890,47.622597,-117.379579,697.225891,0.034151,167.410547,0,0,0,0,0,0,0,10,0,0
Walking,1516472900,47.622597,-117.379579,697.227417,0.007032,142.69936,0,0,0,0,0,0,0,10,0,0
Walking,1516472910,47.622596,-117.379579,697.255066,0.070866,145.793587,0,0,0,0,0,0,0,10,0,0
Walking,1516472920,47.622596,-117.379579,697.275391,0.02785,132.094935,0,0,0,0,0,0,0,10,0,0
Walking,1516472930,47.622596,-117.379578,697.27063,0.061423,134.852912,0,0,0,0,0,0,0,10,0,0
Walking,1516472940,47.622595,-117.379578,697.258789,0.051434,132.852201,0,0,0,0,0,0,0,10,0,0
Walking,1516472950,47.622595,-117.379577,697.243103,0.064259,128.295845,0,0,0,0,0,0,0,10,0,0
Walking,1516472960,47.622595,-117.379576,697.249573,0.053239,104.342978,0,0,0,0,0,0,0,10,0,0
Walking,1516472970,47.622595,-117.379576,697.234131,0.011231,232.857282,0,6,18,0,0,0,4,6,0,19
Walking,1516472980,47.622594,-117.379576,697.232239,0.010474,146.906758,0,71,69,0,0,0,5,5,0,100
Walking,1516472990,47.622594,-117.379575,697.245667,0.092891,102.821171,0,30,24,0,0,0,6,4,0,39
Walking,1516473000,47.622594,-117.379575,697.268005,0.030251,164.510845,0,0,0,0,0,0,10,0,0,0
Walking,1516473010,47.622594,-117.379575,697.250244,0.049425,151.012004,0,0,0,0,0,0,10,0,0,0
Walking,1516473020,47.622593,-117.379575,697.251648,0.029008,145.536936,97,375,127,3,0,0,10,0,0,408
Walking,1516473030,47.622593,-117.379574,697.290771,0.295986,28.689547,141,251,498,2,0,0,10,0,0,576
Walking,1516473040,47.622595,-117.379572,697.324219,0.534177,185.493694,58,313,137,5,0,0,9,1,0,347
Walking,1516473050,47.622581,-117.379574,697.598938,2.884255,278.782634,213,197,377,9,0,0,10,0,0,476
Walking,1516473060,47.622588,-117.379639,697.460815,1.335155,294.878654,486,417,274,15,0,0,10,0,0,697
Walking,1516473070,47.622608,-117.379705,696.677734,0.652083,221.531747,0,5,0,0,0,0,8,2,0,5
Walking,1516473080,47.622599,-117.379717,696.634155,0.099195,342.320144,145,117,224,5,0,0,10,0,0,292
Walking,1516473090,47.6226,-117.379717,696.657532,0.369,182.457301,139,217,181,6,0,0,10,0,0,315
Walking,1516473100,47.622579,-117.379718,695.945862,0.552596,202.518622,23,27,157,0,0,0,10,0,0,161
Walking,1516473110,47.622567,-117.379726,695.751526,0.241352,112.90774,299,244,229,14,0,0,10,0,0,449
Walking,1516473120,47.622552,-117.379675,696.917358,1.241368,67.337861,193,291,147,11,0,0,10,0,0,379
Walking,1516473130,47.62256,-117.379647,697.351196,0.890508,163.494339,128,181,229,4,0,0,10,0,0,319
Walking,1516473140,47.622542,-117.379638,698.714478,0.395438,329.687706,52,154,74,1,0,0,5,5,0,179
Walking,1516473150,47.622547,-117.379643,698.676147,0.300914,349.075515,26,61,134,2,0,0,10,0,0,150
Walking,1516473160,47.622558,-117.379646,698.82074,1.082499,19.870425,20,244,178,1,0,0,3,7,0,303
Walking,1516473170,47.622577,-117.379635,698.89447,0.403081,275.1833,0,58,7,0,0,0,10,0,0,59
Walking,1516473180,47.622578,-117.379647,698.928162,0.22476,207.02699,22,372,92,1,0,0,10,0,0,384
