TimeStamp,UnixTime,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,axis1,axis2,axis3,steps,lux,inclineOff,inclineStanding,inclineSitting,inclineLying,vm
01/22/2018 16:06:00,1516665960,47.661436,N,-117.403857,W,547.0755,6.620706,219.165525,0,0,0,0,32,0,0,10,0,0
01/22/2018 16:06:10,1516665970,47.660985,N,-117.404402,W,549.289673,35.910057,30.384895,0,0,0,0,32,0,0,10,0,0
01/22/2018 16:08:00,1516666080,47.661772,N,-117.40371699999999,W,533.376038,2.398144,94.912131,2,40,25,1,0,0,0,10,0,48
01/22/2018 16:08:10,1516666090,47.661766,N,-117.40361299999999,W,539.866821,1.972878,41.235007,17,35,90,0,0,0,0,10,0,99
01/22/2018 16:08:20,1516666100,47.661936,N,-117.403392,W,543.9267580000001,1.5385389999999999,151.221364,26,164,143,1,50,0,0,10,0,220
01/22/2018 16:08:30,1516666110,47.66183,N,-117.403306,W,547.090149,2.552957,162.549224,18,6,41,1,0,0,0,10,0,46
01/22/2018 16:08:40,1516666120,47.661799,N,-117.403291,W,548.859924,2.512608,177.929196,0,0,11,0,0,0,0,10,0,11
01/22/2018 16:08:50,1516666130,47.661781,N,-117.403291,W,549.225952,1.430066,5.563265,0,0,0,0,0,0,0,10,0,0
01/22/2018 16:09:00,1516666140,47.661828,N,-117.40328400000001,W,549.2384030000001,1.771464,348.43873199999996,0,0,12,0,0,0,0,10,0,12
01/22/2018 16:09:10,1516666150,47.661894000000004,N,-117.403304,W,549.376221,1.9905389999999998,331.18459900000005,0,0,0,0,0,0,0,10,0,0
01/22/2018 16:09:20,1516666160,47.661934,N,-117.40333700000001,W,549.395264,0.738638,306.95331400000003,0,26,40,0,0,0,0,10,0,48
01/22/2018 16:09:30,1516666170,47.661961,N,-117.40338899999999,W,549.317261,4.004189,97.353425,16,66,68,1,0,0,3,7,0,97
01/22/2018 16:09:40,1516666180,47.661951,N,-117.403274,W,549.2283940000001,0.293817,55.772290000000005,36,154,33,1,0,0,0,10,0,162
01/22/2018 16:09:50,1516666190,47.661998,N,-117.40316999999999,W,548.928589,2.701545,189.273144,101,316,110,3,0,0,10,0,0,350
01/22/2018 16:10:00,1516666200,47.661924,N,-117.40318799999999,W,548.7993769999999,1.637589,79.094791,139,296,202,1,0,0,10,0,0,385
01/22/2018 16:10:10,1516666210,47.661931,N,-117.403135,W,548.767395,1.092447,292.727821,0,52,89,0,0,0,0,10,0,104
01/22/2018 16:10:20,1516666220,47.661974,N,-117.40328799999999,W,548.7155759999999,1.8530630000000001,194.339263,0,0,2,0,0,0,0,10,0,2
01/22/2018 16:10:30,1516666230,47.661906,N,-117.403314,W,548.749084,1.777079,280.660267,0,0,0,0,0,0,0,10,0,0
01/22/2018 16:10:40,1516666240,47.661907,N,-117.40332099999999,W,548.930176,2.6366549999999997,99.91901899999999,27,53,170,2,0,0,0,10,0,181
01/22/2018 16:10:50,1516666250,47.661896999999996,N,-117.40323400000001,W,548.549683,0.1277,237.474371,14,70,32,1,0,0,0,10,0,79
01/22/2018 16:11:00,1516666260,47.661893,N,-117.40324299999999,W,548.559143,0.843144,249.44685499999997,108,183,130,3,0,0,10,0,0,250
01/22/2018 16:11:10,1516666270,47.661887,N,-117.40326499999999,W,548.560425,0.6451060000000001,341.496017,578,255,131,22,0,0,10,0,0,646
01/22/2018 16:11:20,1516666280,47.661907,N,-117.403274,W,548.8443599999999,0.33371799999999996,190.707311,334,273,209,15,0,0,10,0,0,480
01/22/2018 16:12:00,1516666320,47.661152,N,-117.40348700000001,W,621.194946,3.2058150000000003,319.515508,458,293,147,16,0,0,10,0,0,564
01/22/2018 16:12:10,1516666330,47.661318,N,-117.403697,W,620.385132,1.928868,46.141982,635,382,148,22,0,0,10,0,0,756
01/22/2018 16:12:20,1516666340,47.661434,N,-117.403517,W,617.7648320000001,6.955627000000001,310.909377,660,419,127,23,0,0,10,0,0,793
01/22/2018 16:12:30,1516666350,47.661685999999996,N,-117.403948,W,616.043335,3.7525480000000004,302.539264,640,410,84,22,0,0,10,0,0,765
01/22/2018 16:12:40,1516666360,47.661863000000004,N,-117.40436000000001,W,615.039185,7.008742999999999,323.365225,726,386,98,23,0,0,10,0,0,829
01/22/2018 16:12:50,1516666370,47.66205,N,-117.40456699999999,W,615.039673,6.398479,320.684069,720,367,110,23,0,0,10,0,0,816
01/22/2018 16:13:00,1516666380,47.662189,N,-117.40473600000001,W,615.5186160000001,7.077682000000001,319.993671,704,413,97,22,0,0,10,0,0,822
01/22/2018 16:13:10,1516666390,47.662325,N,-117.404905,W,615.382996,5.103511,310.69651899999997,765,421,118,23,0,0,10,0,0,882
01/22/2018 16:13:20,1516666400,47.662440999999994,N,-117.405105,W,614.4238889999999,5.991153,308.725843,753,418,71,23,0,0,10,0,0,865
01/22/2018 16:13:30,1516666410,47.662553,N,-117.40531299999999,W,608.654663,6.303185,302.935081,761,389,99,23,0,0,10,0,0,861
01/22/2018 16:13:40,1516666420,47.662677,N,-117.405598,W,599.715332,6.292594,282.68426600000004,741,380,65,24,0,0,10,0,0,836
01/22/2018 16:13:50,1516666430,47.662718,N,-117.405868,W,590.855591,6.178042,262.334445,766,383,61,23,0,0,10,0,0,859
01/22/2018 16:14:00,1516666440,47.662695,N,-117.40612,W,581.557495,6.3537550000000005,247.80812799999998,784,404,68,23,0,0,10,0,0,885
01/22/2018 16:14:10,1516666450,47.66263,N,-117.406357,W,571.1393429999999,5.492529,239.432211,734,395,88,23,0,0,10,0,0,839
01/22/2018 16:14:20,1516666460,47.662548,N,-117.40656399999999,W,566.2929690000001,6.1003870000000004,236.744951,753,390,61,23,0,0,10,0,0,851
01/22/2018 16:14:30,1516666470,47.662457,N,-117.406769,W,558.993652,6.286691,238.49922999999998,766,396,75,23,0,0,10,0,0,866
01/22/2018 16:14:40,1516666480,47.66237,N,-117.40698,W,556.789368,6.49329,235.11890899999997,779,398,68,23,0,0,10,0,0,878
01/22/2018 16:14:50,1516666490,47.662265000000005,N,-117.40720400000001,W,552.057556,5.760294999999999,251.39860699999997,746,401,66,23,0,0,10,0,0,850
01/22/2018 16:15:00,1516666500,47.662223,N,-117.40738999999999,W,552.869507,3.466443,269.08319700000004,733,489,128,21,0,0,10,0,0,891
01/22/2018 16:15:10,1516666510,47.662221,N,-117.407545,W,553.897095,0.9323819999999999,269.221388,294,347,183,7,0,0,10,0,0,491
01/22/2018 16:15:20,1516666520,47.662221,N,-117.407547,W,554.288757,0.136811,269.221388,199,306,347,3,0,0,10,0,0,504
01/23/2018 07:47:20,1516722440,47.67926,N,-117.374103,W,150.537628,6.124962,49.86783,586,522,173,21,0,0,10,0,0,804
