dataTimestamp,axis1,axis2,axis3,steps,lux,inclineOff,inclineStanding,inclineSitting,inclineLying
636519538500000000,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0
636519538600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519538700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519538800000000,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0
636519538900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539800000000,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519539900000000,252.0,187.0,227.0,7.0,0.0,0.0,10.0,0.0,0.0
636519540000000000,54.0,94.0,164.0,3.0,0.0,0.0,3.0,7.0,0.0
636519540100000000,187.0,207.0,365.0,4.0,0.0,0.0,10.0,0.0,0.0
636519540200000000,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519540900000000,9.0,6.0,29.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519541900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542200000000,163.0,211.0,143.0,3.0,0.0,0.0,10.0,0.0,0.0
636519542300000000,80.0,99.0,232.0,3.0,0.0,0.0,10.0,0.0,0.0
636519542400000000,60.0,36.0,241.0,3.0,0.0,0.0,2.0,8.0,0.0
636519542500000000,69.0,96.0,119.0,2.0,0.0,0.0,2.0,8.0,0.0
636519542600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542700000000,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519542900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543200000000,0.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519543900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544000000000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519544900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519545900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519546900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547300000000,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519547900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548000000000,0.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519548900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549000000000,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519549900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519550900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551500000000,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551700000000,11.0,39.0,17.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519551900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552200000000,0.0,25.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519552900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553600000000,0.0,0.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519553900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519554900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519555000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519555100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519555200000000,63.0,128.0,86.0,1.0,0.0,0.0,1.0,9.0,0.0
636519555300000000,521.0,376.0,339.0,12.0,0.0,0.0,10.0,0.0,0.0
636519555400000000,768.0,392.0,305.0,18.0,0.0,0.0,10.0,0.0,0.0
636519555500000000,167.0,192.0,245.0,4.0,0.0,0.0,10.0,0.0,0.0
636519555600000000,22.0,75.0,112.0,1.0,47.0,0.0,0.0,10.0,0.0
636519555700000000,22.0,106.0,9.0,1.0,49.0,0.0,3.0,7.0,0.0
636519555800000000,0.0,37.0,28.0,0.0,29.0,0.0,4.0,6.0,0.0
636519555900000000,103.0,270.0,407.0,3.0,0.0,0.0,10.0,0.0,0.0
636519556000000000,321.0,446.0,829.0,5.0,24.0,0.0,10.0,0.0,0.0
636519556100000000,202.0,491.0,376.0,7.0,322.0,0.0,10.0,0.0,0.0
636519556200000000,0.0,118.0,82.0,0.0,180.0,0.0,5.0,5.0,0.0
636519556300000000,336.0,336.0,666.0,9.0,0.0,0.0,10.0,0.0,0.0
636519556400000000,131.0,455.0,576.0,6.0,22.0,0.0,10.0,0.0,0.0
636519556500000000,78.0,205.0,187.0,3.0,0.0,0.0,10.0,0.0,0.0
636519556600000000,467.0,397.0,233.0,12.0,0.0,0.0,10.0,0.0,0.0
636519556700000000,694.0,529.0,214.0,17.0,0.0,0.0,10.0,0.0,0.0
636519556800000000,264.0,500.0,175.0,9.0,0.0,0.0,10.0,0.0,0.0
636519556900000000,0.0,22.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519557900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558000000000,9.0,33.0,17.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558100000000,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558200000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558300000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558400000000,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558500000000,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519558900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559200000000,1.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559300000000,29.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559400000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559500000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559600000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559700000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559800000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519559900000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
636519560000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
